ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
50,2,44.0,5914,1,0,2,1,1,2,1,0,1,1,1,1,5,9,1890,1996,2,1,1,2,2,0.0,3,3,1,2,3,1,1,0.0,1,0.0,684.0,684.0,1,4,1,2,684,396,0,1080,0.0,0.0,1,0,3,1,4,5,2,0,0,0,1980.0,0,0.0,0.0,0,0,0,0,165,30,0,0,0,0,0,0,0,9,2008,WD ,95000
60,3,79.0,11646,1,1,1,1,1,2,1,1,1,1,1,2,6,5,2005,2006,2,1,3,3,2,0.0,4,3,2,4,3,3,1,0.0,1,0.0,704.0,704.0,1,5,1,2,704,718,0,1422,0.0,0.0,2,1,3,1,4,7,2,1,4,5,2005.0,3,2.0,440.0,3,3,2,36,28,0,0,0,0,0,0,0,0,7,2009,WD ,173000
20,2,60.0,7200,1,0,2,1,1,2,1,1,1,1,1,2,7,5,2006,2006,2,1,3,3,2,0.0,4,3,2,4,4,1,1,0.0,1,0.0,1293.0,1293.0,1,5,1,2,1301,0,0,1301,1.0,0.0,2,0,2,1,4,5,2,1,4,5,2006.0,2,2.0,572.0,3,3,2,216,121,0,0,0,0,0,0,0,0,8,2006,0,187750
60,3,46.0,20544,1,1,1,1,1,1,1,1,1,1,1,2,7,6,1986,1991,2,1,1,1,1,123.0,3,4,2,4,3,1,1,0.0,1,0.0,791.0,791.0,1,4,1,2,1236,857,0,2093,0.0,0.0,2,1,3,1,3,7,2,1,3,5,1986.0,3,2.0,542.0,3,3,2,364,63,0,0,0,0,0,3,0,0,11,2008,WD ,215000
20,3,68.0,9981,1,1,1,1,1,1,1,0,1,1,1,2,5,5,1967,1967,2,1,2,2,1,340.0,3,3,2,3,3,2,4,221.0,1,0.0,852.0,1073.0,1,4,1,2,1073,0,0,1073,0.0,0.0,1,0,3,1,3,6,2,0,0,5,1967.0,2,1.0,270.0,3,3,2,0,90,0,0,0,0,0,3,0,0,3,2008,WD ,120000
20,3,70.0,8251,1,1,2,1,1,2,1,1,1,1,1,2,7,5,2005,2006,2,1,3,3,1,143.0,4,3,2,4,4,3,6,778.0,1,0.0,716.0,1494.0,1,5,1,2,1506,0,0,1506,1.0,0.0,2,0,3,1,4,7,2,1,4,5,2005.0,2,2.0,672.0,3,3,2,192,35,0,0,0,0,0,0,0,0,4,2007,WD ,249000
20,3,78.0,10140,1,1,2,1,1,2,1,1,0,1,1,2,7,6,1967,1967,1,1,2,2,1,264.0,3,3,2,3,3,1,4,553.0,2,68.0,713.0,1334.0,1,4,1,2,1334,0,0,1334,1.0,0.0,2,0,3,1,3,7,2,0,0,5,1967.0,2,2.0,477.0,3,3,2,0,20,35,0,264,0,0,0,0,0,4,2006,WD ,164500
120,2,68.0,8239,1,1,1,1,1,2,1,2,1,1,1,2,7,5,1986,1986,2,1,0,1,2,0.0,4,3,2,0,0,1,0,0.0,0,0.0,0.0,0.0,1,4,1,2,1295,0,0,1295,0.0,0.0,2,0,2,1,4,5,2,0,0,5,1986.0,2,1.0,312.0,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2006,WD ,230000
70,2,68.0,5700,1,1,1,1,1,1,1,0,0,1,1,2,7,6,1929,1990,2,1,1,Wd Shng,2,0.0,3,3,1,3,3,1,3,336.0,1,0.0,336.0,672.0,1,4,0,1,672,672,0,1344,1.0,0.0,1,1,3,1,4,6,2,1,4,5,1979.0,1,2.0,456.0,3,3,2,0,0,70,0,0,0,0,4,0,0,9,2007,WD ,140000
20,3,60.0,7200,1,1,2,1,1,1,1,0,1,1,1,2,5,7,1952,1952,2,1,2,2,2,0.0,3,4,2,3,4,1,5,630.0,4,102.0,0.0,732.0,1,3,1,2,732,0,0,732,1.0,0.0,1,0,2,1,3,4,2,0,0,1,1952.0,1,1.0,240.0,3,3,2,0,68,0,0,0,0,0,0,0,0,9,2009,WD ,118900
20,3,71.0,9178,1,1,2,1,1,2,1,1,1,1,1,2,8,5,2008,2008,2,1,3,3,2,0.0,4,3,2,4,3,3,1,0.0,1,0.0,1468.0,1468.0,1,5,1,2,1468,0,0,1468,0.0,0.0,2,0,3,1,4,6,2,1,4,5,2008.0,2,3.0,904.0,3,3,2,192,142,0,0,0,0,0,0,0,0,6,2009,WD ,239900
120,3,53.0,4043,1,1,2,1,1,2,1,1,1,1,1,2,6,5,1975,1975,2,1,1,1,2,0.0,3,3,2,4,3,1,5,727.0,4,156.0,186.0,1069.0,1,4,1,2,1069,0,0,1069,0.0,1.0,2,0,2,1,3,4,2,1,1,5,1975.0,2,2.0,440.0,3,3,2,0,55,0,0,225,0,0,0,0,0,7,2006,WD ,146300
120,2,68.0,4224,1,1,2,1,1,2,1,0,1,1,1,2,5,6,1975,1975,2,1,0,CmentBd,2,0.0,3,3,2,4,3,1,6,769.0,1,0.0,271.0,1040.0,1,4,1,2,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,2,0,0,5,1975.0,1,2.0,499.0,3,3,2,0,100,0,0,0,0,0,0,0,0,6,2008,WD ,124000
190,3,75.0,11235,1,1,2,1,1,2,1,0,1,1,0,0,5,5,1963,1963,2,1,2,2,2,0.0,3,3,2,4,3,3,5,925.0,1,0.0,0.0,925.0,1,3,1,2,999,0,0,999,1.0,0.0,1,0,3,1,3,6,2,0,0,1,1963.0,1,1.0,308.0,3,3,2,40,176,0,0,0,0,0,3,0,0,3,2007,WD ,130000
20,3,65.0,8450,1,1,2,1,1,2,1,0,1,1,1,2,7,5,2000,2001,2,1,3,3,1,108.0,3,3,2,4,3,1,1,0.0,1,0.0,1349.0,1349.0,1,5,1,2,1349,0,0,1349,0.0,0.0,2,0,3,1,3,6,2,0,0,5,2000.0,1,2.0,539.0,3,3,2,120,55,0,0,0,0,0,4,0,0,12,2007,WD ,179000
20,3,99.0,11851,1,1,2,1,1,1,1,1,1,1,1,2,7,5,1990,1990,2,1,2,2,2,0.0,3,3,2,4,3,1,1,0.0,1,0.0,1424.0,1424.0,1,5,1,2,1442,0,0,1442,0.0,0.0,2,0,3,1,3,5,2,0,0,5,1990.0,2,2.0,500.0,3,3,2,0,34,0,508,0,0,0,0,0,0,5,2009,WD ,180500
30,2,47.0,4608,1,1,2,1,1,1,1,0,0,1,1,2,4,6,1945,1950,2,1,2,2,2,0.0,3,4,2,3,3,1,1,0.0,1,0.0,747.0,747.0,1,3,1,2,747,0,0,747,0.0,0.0,1,0,2,1,3,4,2,0,0,5,1945.0,1,1.0,220.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2010,WD ,80000
20,3,78.0,9262,1,1,2,1,1,2,1,1,1,1,1,2,8,5,2008,2009,2,1,0,CmentBd,0,194.0,4,3,2,4,3,1,1,0.0,1,0.0,1573.0,1573.0,1,5,1,2,1578,0,0,1578,0.0,0.0,2,0,3,1,5,7,2,1,4,5,2008.0,3,3.0,840.0,3,3,2,0,36,0,0,0,0,0,0,0,0,5,2009,0,287090
20,2,70.0,12702,1,1,2,1,1,2,1,0,1,1,1,2,5,5,1956,1956,2,1,0,0,2,0.0,3,3,2,0,0,1,0,0.0,0,0.0,0.0,0.0,1,4,1,1,882,0,0,882,0.0,0.0,1,0,2,1,3,4,2,0,0,1,1956.0,1,1.0,308.0,3,3,2,0,45,0,0,0,0,0,0,0,0,12,2008,WD ,97000
120,3,68.0,2938,1,1,2,1,1,2,1,1,1,1,1,2,7,5,2002,2002,2,1,3,3,1,40.0,4,3,2,4,3,3,6,1038.0,1,0.0,330.0,1368.0,1,5,1,2,1511,0,0,1511,1.0,0.0,2,0,2,1,4,5,2,1,3,5,2002.0,3,2.0,398.0,3,3,2,130,30,0,0,0,0,0,0,0,0,5,2006,WD ,246990
20,3,160.0,18160,0,1,2,1,1,2,1,1,1,1,1,2,6,6,1964,1964,2,1,2,2,0,138.0,3,3,2,3,3,3,4,550.0,1,0.0,752.0,1302.0,1,2,1,2,1128,0,0,1128,1.0,0.0,1,0,3,1,3,6,2,1,3,5,1964.0,1,2.0,480.0,3,3,1,0,108,246,0,0,0,0,3,0,0,3,2007,WD ,154204
20,3,76.0,11355,1,1,1,1,1,1,1,0,1,1,1,2,7,7,1958,2001,2,0,2,2,1,125.0,3,3,2,3,3,1,4,637.0,1,0.0,675.0,1312.0,1,5,1,2,1312,0,0,1312,0.0,0.0,1,1,3,1,3,6,2,1,4,5,1958.0,2,2.0,495.0,3,3,2,0,304,144,0,0,0,0,3,1,6500,4,2008,WD ,186000
160,2,21.0,1680,1,1,2,1,1,2,1,0,1,1,0,2,5,5,1972,1972,2,1,2,2,1,356.0,3,3,2,3,3,1,3,350.0,1,0.0,280.0,630.0,1,3,1,2,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,2,0,0,1,1972.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,0,0,12,2008,WD ,111750
20,3,110.0,14300,1,1,2,0,1,2,0,NridgHt,1,1,1,2,9,5,2003,2004,1,1,3,3,1,1095.0,5,3,2,5,3,4,6,1373.0,1,0.0,1473.0,2846.0,1,5,1,2,2696,0,0,2696,1.0,0.0,2,1,3,1,5,10,2,2,4,5,2003.0,3,3.0,958.0,3,3,2,220,150,0,0,0,0,0,0,0,0,6,2010,WD ,500000
60,3,65.0,10616,1,1,1,1,1,2,1,1,1,1,1,2,7,5,2007,2007,2,1,3,3,2,0.0,4,3,2,4,3,1,1,0.0,1,0.0,628.0,628.0,1,5,1,2,628,728,0,1356,0.0,0.0,2,1,3,1,4,6,2,1,4,3,2007.0,3,2.0,484.0,3,3,2,100,24,0,0,0,0,0,0,0,0,3,2008,0,177439
60,3,96.0,11308,1,1,1,1,1,2,1,NridgHt,1,1,1,2,9,5,2008,2008,2,1,3,3,0,154.0,5,3,2,5,3,3,6,936.0,1,0.0,168.0,1104.0,1,5,1,2,1130,1054,0,2184,1.0,0.0,2,1,3,1,5,10,2,1,4,5,2008.0,3,3.0,836.0,3,3,2,0,102,0,0,0,0,0,0,0,0,7,2009,WD ,335000
60,3,80.0,10480,1,1,2,1,1,2,1,1,1,1,1,2,7,6,1976,1976,1,1,1,1,1,660.0,3,3,2,3,3,1,5,403.0,1,0.0,400.0,803.0,1,3,1,2,1098,866,0,1964,0.0,0.0,2,1,4,1,3,8,2,1,4,5,1976.0,2,2.0,483.0,3,3,2,0,69,0,0,0,0,0,0,0,0,9,2008,WD ,205000
120,3,35.0,5118,1,1,1,0,1,2,1,1,1,1,1,2,8,5,1990,1990,2,1,0,CmentBd,2,0.0,4,3,2,4,3,4,6,926.0,1,0.0,386.0,1312.0,1,4,1,2,1321,0,0,1321,1.0,0.0,1,0,1,1,4,4,2,1,3,5,1990.0,2,2.0,484.0,3,3,2,0,64,140,0,0,0,0,0,0,0,8,2007,WD ,212000
120,2,44.0,3811,1,1,1,0,1,1,0,0,0,1,1,2,8,5,2004,2005,1,1,0,CmentBd,0,186.0,4,3,2,5,3,4,6,1373.0,1,0.0,221.0,1594.0,1,5,1,2,1646,0,0,1646,1.0,1.0,2,0,2,1,4,5,2,1,4,5,2004.0,3,2.0,525.0,3,3,2,128,53,0,0,155,0,0,0,0,0,5,2010,WD ,246000
20,3,68.0,10825,1,1,1,1,1,2,1,1,1,1,1,2,7,7,1983,1983,2,1,0,1,1,174.0,4,3,2,4,3,2,6,747.0,1,0.0,513.0,1260.0,1,3,1,2,1260,0,0,1260,1.0,0.0,2,0,3,1,3,6,2,0,0,5,1983.0,1,2.0,598.0,3,3,2,152,0,0,0,0,0,0,0,0,0,7,2008,WD ,181900
50,2,50.0,5500,1,1,2,1,1,1,1,0,1,1,1,1,5,7,1929,2001,2,1,1,1,2,0.0,3,3,1,3,3,1,2,234.0,5,692.0,0.0,926.0,1,3,1,2,926,0,390,1316,1.0,0.0,1,0,3,1,3,6,2,0,0,1,1974.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2010,WD ,130000
70,2,60.0,9600,1,0,2,1,1,2,1,0,1,1,1,2,5,7,1910,2002,2,1,1,Wd Shng,2,0.0,3,4,1,2,2,1,1,0.0,1,0.0,264.0,264.0,1,5,1,2,768,664,0,1432,0.0,0.0,2,0,2,1,3,7,2,0,0,1,1910.0,1,2.0,360.0,3,4,2,270,0,112,0,0,0,0,4,0,0,5,2007,WD ,132000
60,3,75.0,9317,1,1,2,1,1,2,1,0,1,1,1,2,7,5,1994,2001,2,1,3,3,2,0.0,4,4,2,4,4,1,6,497.0,1,0.0,282.0,779.0,1,5,1,2,1029,929,0,1958,1.0,0.0,2,1,3,1,4,7,2,1,3,5,1994.0,2,2.0,499.0,3,3,2,202,93,0,0,0,0,0,0,0,0,7,2007,0,220000
20,3,68.0,11838,1,1,2,1,1,2,1,1,1,1,1,2,8,5,2001,2001,1,1,3,3,2,0.0,4,3,2,4,3,3,1,0.0,1,0.0,1753.0,1753.0,1,5,1,2,1788,0,0,1788,0.0,0.0,2,0,3,1,5,7,2,1,3,5,2001.0,2,2.0,522.0,3,3,2,202,151,0,0,0,0,0,0,0,0,6,2009,WD ,236500
60,2,75.0,8004,1,1,1,1,1,2,1,1,0,1,1,2,8,5,2009,2009,2,1,3,3,0,110.0,4,3,2,4,3,1,6,544.0,1,0.0,288.0,832.0,1,5,1,2,832,1103,0,1935,1.0,0.0,2,1,3,1,3,8,2,0,0,3,2009.0,3,2.0,552.0,3,3,2,0,150,0,0,0,0,0,0,0,0,12,2009,0,263435
50,2,60.0,6876,1,1,2,0,1,2,1,0,1,1,1,1,6,6,1938,1958,2,1,1,1,2,0.0,3,3,1,3,3,1,1,0.0,1,0.0,1272.0,1272.0,1,3,1,2,1272,0,697,1969,0.0,0.0,2,0,4,1,3,9,1,1,4,1,1938.0,1,2.0,400.0,3,3,2,0,34,0,0,0,0,0,0,0,0,11,2008,0,141000
60,3,68.0,8396,1,1,1,1,1,2,1,1,1,1,1,2,7,5,2003,2003,2,1,3,3,1,196.0,4,3,2,4,3,1,1,0.0,1,0.0,847.0,847.0,1,5,1,2,847,1139,0,1986,0.0,0.0,2,1,4,1,4,9,2,1,4,3,2003.0,3,2.0,434.0,3,3,2,120,48,0,0,0,0,0,0,0,0,5,2008,WD ,213000
20,3,73.0,9803,1,1,2,1,1,2,1,1,1,1,1,2,7,5,2009,2010,2,1,3,3,2,0.0,4,3,2,4,3,1,1,0.0,1,0.0,1214.0,1214.0,1,5,1,2,1214,0,0,1214,0.0,0.0,2,0,2,1,4,6,2,0,0,5,2010.0,2,2.0,520.0,3,3,2,0,25,0,0,0,0,0,0,0,0,1,2010,0,179781
120,3,48.0,6240,1,1,2,1,1,2,1,NridgHt,1,1,1,2,8,5,2006,2007,1,1,2,2,1,176.0,4,3,2,4,3,1,6,846.0,1,0.0,496.0,1342.0,1,5,1,2,1342,0,0,1342,1.0,0.0,2,0,2,1,4,6,2,1,4,5,2007.0,3,2.0,550.0,3,3,2,0,35,0,0,0,0,0,0,0,0,6,2008,WD ,234250
20,3,68.0,15498,1,1,1,1,1,1,1,1,1,1,1,2,8,6,1976,1976,1,0,0,2,2,0.0,4,3,2,4,3,3,5,1165.0,2,400.0,0.0,1565.0,1,3,1,2,2898,0,0,2898,1.0,0.0,2,0,2,1,4,10,2,1,4,5,1976.0,3,2.0,665.0,3,3,2,0,72,174,0,0,0,0,0,0,0,5,2008,0,287000
60,3,68.0,12891,1,1,1,1,1,1,1,1,1,1,1,2,8,5,2002,2002,2,1,3,3,2,0.0,4,3,2,5,3,1,6,651.0,1,0.0,219.0,870.0,1,5,1,2,878,1126,0,2004,1.0,0.0,2,1,4,1,4,8,2,1,4,3,2002.0,3,3.0,644.0,3,3,2,0,48,0,0,0,0,0,0,0,0,7,2009,WD ,257500
30,2,60.0,6180,1,1,2,1,1,1,1,0,1,1,1,2,6,5,1926,1950,2,1,1,1,2,0.0,3,3,1,3,3,1,1,0.0,1,0.0,960.0,960.0,1,3,0,2,986,0,0,986,0.0,0.0,1,0,2,1,3,5,2,1,4,1,1926.0,1,1.0,180.0,3,3,2,0,128,0,0,0,0,0,0,0,0,5,2007,WD ,102000
45,2,57.0,7449,1,0,2,0,1,2,1,0,1,1,1,0,7,7,1930,1950,2,1,1,1,2,0.0,3,3,2,3,3,1,1,0.0,1,0.0,637.0,637.0,1,5,1,0,1108,0,0,1108,0.0,0.0,1,0,3,1,4,6,2,1,4,5,1930.0,1,1.0,280.0,3,3,0,0,0,205,0,0,0,0,4,0,0,6,2007,WD ,139400
50,3,60.0,10410,1,0,2,1,1,1,1,0,0,1,1,1,3,4,1915,1950,2,1,1,1,2,0.0,3,3,2,3,3,1,1,0.0,1,0.0,672.0,672.0,1,3,1,2,694,520,0,1214,0.0,0.0,1,0,3,1,3,6,2,0,0,1,1998.0,1,3.0,936.0,3,3,2,216,0,160,0,0,0,0,3,0,0,1,2006,WD ,105000
20,3,95.0,15865,1,1,1,1,1,2,0,0,1,1,1,2,8,6,1970,1970,0,0,1,1,2,0.0,4,4,2,3,4,4,5,351.0,3,823.0,1043.0,2217.0,1,5,1,2,2217,0,0,2217,1.0,0.0,2,0,4,1,4,8,2,1,3,5,1970.0,1,2.0,621.0,3,3,2,81,207,0,0,224,0,0,0,0,0,10,2007,WD ,268000
80,3,68.0,19690,1,1,1,1,1,1,1,0,1,1,1,0,6,7,1966,1966,0,0,1,1,2,0.0,4,4,2,4,3,3,1,0.0,1,0.0,697.0,697.0,1,3,1,2,1575,626,0,2201,0.0,0.0,2,0,4,1,4,8,2,1,4,5,1966.0,1,2.0,432.0,4,4,2,586,236,0,0,0,738,4,4,0,0,8,2006,WD ,274970
120,3,43.0,3182,1,1,2,1,1,2,1,1,1,1,1,2,7,5,2005,2006,2,1,3,3,1,16.0,4,3,2,4,3,3,6,16.0,1,0.0,1204.0,1220.0,1,5,1,2,1220,0,0,1220,0.0,0.0,2,0,2,1,4,5,2,1,4,5,2005.0,3,2.0,397.0,3,3,2,100,16,0,0,0,0,0,0,0,0,8,2009,WD ,180000
70,2,60.0,9600,1,1,2,1,1,2,1,0,1,1,1,2,7,9,1928,2005,0,1,2,2,2,0.0,3,5,1,3,3,1,3,141.0,1,0.0,548.0,689.0,1,5,1,2,689,689,0,1378,0.0,0.0,2,0,3,1,4,7,2,1,4,1,1928.0,1,2.0,360.0,3,3,0,0,0,116,0,0,0,0,0,0,0,10,2008,WD ,161000
20,3,60.0,11100,1,1,2,0,1,2,1,0,1,1,1,2,4,7,1946,2006,2,1,2,2,2,0.0,3,3,2,0,0,1,0,0.0,0,0.0,0.0,0.0,1,5,1,2,930,0,0,930,0.0,0.0,1,0,2,1,4,6,2,0,0,1,1946.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2010,WD ,84900
190,3,70.0,13587,1,1,2,1,1,2,1,0,1,1,0,2,5,5,1958,1958,2,1,2,2,2,0.0,3,3,2,3,3,3,3,532.0,1,0.0,456.0,988.0,1,3,1,2,988,0,0,988,1.0,0.0,1,0,2,1,3,5,2,0,0,5,1958.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2010,WD ,119000
20,3,85.0,11447,1,1,1,1,1,2,1,1,1,1,1,2,8,5,2005,2006,2,1,3,3,1,674.0,4,3,2,5,3,3,6,1571.0,1,0.0,393.0,1964.0,1,5,1,2,1964,0,0,1964,1.0,0.0,2,1,3,1,4,7,2,1,4,5,2005.0,3,3.0,892.0,3,3,2,0,265,0,0,0,0,0,0,0,0,6,2008,WD ,370000
20,3,64.0,7242,1,1,2,1,1,2,1,1,1,1,1,2,7,5,2005,2006,2,1,3,3,2,0.0,4,3,2,4,3,1,1,0.0,1,0.0,1270.0,1270.0,1,5,1,2,1270,0,0,1270,0.0,0.0,2,0,2,1,4,6,2,0,0,5,2005.0,2,2.0,524.0,3,3,2,0,96,0,0,0,0,0,0,0,0,7,2007,WD ,175900
90,3,64.0,7018,1,1,2,1,1,2,1,0,0,1,0,2,5,5,1979,1979,2,1,1,1,2,0.0,3,3,0,0,0,1,0,0.0,0,0.0,0.0,0.0,1,3,1,2,1120,1120,0,2240,0.0,0.0,2,0,6,2,3,12,2,0,0,1,1979.0,1,2.0,528.0,3,3,2,154,0,0,0,0,0,0,0,0,0,6,2009,WD ,142953
120,3,50.0,9466,1,1,0,1,1,0,1,1,1,1,1,2,8,5,1994,1995,2,1,0,0,2,0.0,4,3,2,4,3,4,2,457.0,5,1037.0,0.0,1494.0,1,5,1,2,1494,0,0,1494,1.0,0.0,1,1,1,1,4,5,2,1,4,5,1994.0,3,2.0,478.0,3,3,2,0,30,0,0,217,0,0,0,0,0,5,2007,WD ,279700
20,3,70.0,8400,1,1,2,1,1,1,1,0,0,1,1,2,5,5,1957,1957,2,1,0,0,2,0.0,3,3,2,2,3,2,4,623.0,1,0.0,556.0,1179.0,1,4,1,2,1364,0,0,1364,0.0,0.0,1,1,3,1,3,6,2,1,4,5,1957.0,2,1.0,331.0,3,3,2,0,60,0,0,0,0,0,4,0,0,3,2006,WD ,132000
60,3,68.0,11050,1,1,2,1,1,2,1,1,0,1,1,2,9,5,2000,2000,1,1,3,3,1,204.0,4,3,2,5,3,2,6,904.0,1,0.0,536.0,1440.0,1,5,1,2,1476,677,0,2153,1.0,0.0,2,1,3,1,5,8,2,2,5,5,2000.0,3,3.0,736.0,3,3,2,253,142,0,0,0,0,0,0,0,0,5,2009,WD ,313000
50,1,60.0,11040,1,1,2,0,1,2,0,0,1,1,1,1,4,6,1920,1950,2,1,2,2,2,0.0,3,3,2,3,3,1,3,637.0,1,0.0,0.0,637.0,1,4,1,2,897,439,0,1336,0.0,0.0,1,1,3,1,3,7,2,0,0,2,1994.0,1,1.0,570.0,3,3,2,0,47,120,0,0,0,0,0,0,0,9,2006,0,108000
60,3,60.0,6931,1,1,2,1,1,2,1,0,1,1,1,2,7,5,2003,2004,2,1,3,3,0,92.0,4,3,2,4,3,1,1,0.0,1,0.0,746.0,746.0,1,5,1,2,760,896,0,1656,0.0,0.0,2,1,3,1,4,7,2,1,4,3,2003.0,3,2.0,397.0,3,3,2,178,128,0,0,0,0,0,0,0,0,7,2008,WD ,165400
60,3,65.0,12438,1,1,1,1,1,2,1,1,0,1,1,2,6,5,1995,1995,2,1,3,3,1,68.0,4,3,2,4,3,1,1,0.0,1,0.0,781.0,781.0,1,5,1,2,795,704,0,1499,0.0,0.0,2,1,3,1,4,6,2,1,3,5,1995.0,2,2.0,473.0,3,3,2,413,91,0,0,0,0,0,0,0,0,8,2006,WD ,187000
60,3,174.0,15138,1,1,1,1,1,2,1,2,1,1,1,2,8,5,1995,1996,2,1,3,3,1,506.0,4,3,2,4,3,1,6,689.0,1,0.0,773.0,1462.0,1,5,1,2,1490,1304,0,2794,1.0,0.0,2,1,4,1,5,9,2,1,3,5,1995.0,3,3.0,810.0,3,3,2,0,146,202,0,0,0,0,0,0,0,7,2009,WD ,403000
60,3,68.0,12046,1,1,1,1,1,2,1,1,1,1,1,2,6,6,1976,1976,2,1,1,1,1,298.0,3,3,2,3,3,1,2,156.0,1,0.0,692.0,848.0,1,3,1,2,1118,912,0,2030,0.0,0.0,2,1,4,1,4,8,2,1,3,5,1976.0,3,2.0,551.0,3,3,2,0,224,0,0,0,0,0,0,0,0,6,2007,WD ,195000
80,3,100.0,9600,1,1,1,1,1,2,1,0,1,1,1,0,6,5,1961,1961,1,1,0,Wd Shng,1,291.0,3,3,2,3,3,3,5,600.0,1,0.0,618.0,1218.0,1,3,1,2,1254,0,0,1254,1.0,0.0,1,0,3,1,3,6,2,1,4,5,1961.0,2,2.0,525.0,3,3,2,0,0,0,0,168,0,0,0,0,0,5,2007,WD ,158500
60,3,90.0,11367,1,1,2,1,1,1,1,1,1,1,1,2,8,5,2002,2002,2,1,3,3,1,210.0,4,3,2,4,3,2,6,932.0,1,0.0,133.0,1065.0,1,5,1,2,1091,898,0,1989,1.0,0.0,2,1,3,1,4,7,2,1,4,5,2002.0,3,2.0,586.0,3,3,2,199,60,0,0,0,0,0,0,0,0,11,2006,WD ,255000
20,3,56.0,26073,1,1,1,1,1,1,1,0,1,1,1,2,5,5,1956,1956,2,1,0,2,2,0.0,3,3,2,3,3,1,3,1116.0,1,0.0,782.0,1898.0,1,5,1,1,1898,0,0,1898,0.0,0.0,2,1,3,1,3,7,2,2,3,5,1956.0,1,2.0,484.0,3,3,2,0,51,224,0,0,0,0,3,0,0,4,2008,WD ,236500
20,3,65.0,7150,1,1,2,1,1,2,1,0,1,1,1,2,5,6,1966,1966,1,1,2,2,1,52.0,3,3,2,3,3,1,4,725.0,1,0.0,263.0,988.0,1,3,1,2,988,0,0,988,1.0,0.0,1,0,3,1,3,5,2,0,0,1,1974.0,1,1.0,360.0,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2007,WD ,129250
20,3,100.0,15602,1,1,1,1,1,2,1,0,1,1,1,2,7,8,1959,1997,2,1,0,1,2,0.0,3,3,2,3,3,1,5,1247.0,1,0.0,254.0,1501.0,1,3,1,2,1801,0,0,1801,1.0,0.0,2,0,1,1,3,6,2,2,3,5,1959.0,3,2.0,484.0,3,3,2,0,54,0,0,161,0,0,2,0,0,3,2010,WD ,289000
90,3,76.0,10260,1,1,2,1,1,2,1,0,1,1,0,2,5,4,1976,1976,2,1,1,1,2,0.0,3,3,2,0,0,1,0,0.0,0,0.0,0.0,0.0,1,3,1,2,936,936,0,1872,0.0,0.0,2,2,4,2,3,8,2,0,0,5,1976.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2008,WD ,100000
60,3,68.0,12728,1,1,2,1,1,2,1,1,1,1,1,2,8,5,2001,2001,2,1,3,3,1,256.0,4,3,2,4,3,2,6,1198.0,1,0.0,333.0,1531.0,1,5,1,2,1531,908,0,2439,1.0,0.0,2,1,4,1,4,7,2,1,3,5,2001.0,3,2.0,560.0,3,3,2,184,121,0,0,0,0,0,0,0,0,1,2007,WD ,275000
60,3,96.0,11690,1,1,1,1,1,2,1,1,1,1,1,2,8,5,1999,2000,2,1,3,3,1,192.0,4,3,2,4,3,3,1,0.0,1,0.0,850.0,850.0,1,5,1,2,886,878,0,1764,0.0,0.0,2,1,3,1,4,7,2,1,3,5,1999.0,1,2.0,560.0,3,3,2,120,29,0,0,0,0,0,0,0,0,6,2008,WD ,207000
20,3,71.0,9230,1,1,2,1,1,1,1,0,0,1,1,2,5,8,1965,1998,1,1,2,2,1,166.0,3,3,2,3,3,2,6,661.0,1,0.0,203.0,864.0,1,4,1,2,1200,0,0,1200,1.0,0.0,1,1,1,1,4,6,2,0,0,1,1977.0,1,2.0,884.0,3,3,2,0,64,0,0,0,0,0,3,0,0,10,2006,WD ,146000
