,lot_area,utilities,overall_qual,overall_cond,year_built,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,total_bsmt_sf,heating,heating_qc,1st_flr_sf,2nd_flr_sf,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,total_sf,saleprice
1035,22950,1,10,9,118,17,4,4,3,3,1107.0,1,5,1518,1518,2,1,4,1,5,12,0,0,0,0,0,0,0,0,4143.0,475000
1036,5748,1,8,5,5,4,4,3,5,3,1573.0,1,5,1778,0,2,0,2,1,5,5,0,1,0,0,0,0,0,0,3351.0,375000
1037,10500,1,4,5,39,39,3,3,3,3,864.0,1,3,864,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1728.0,115000
1038,7500,1,7,5,6,5,4,3,4,3,1221.0,1,5,1221,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,2442.0,185000
1039,10042,1,6,8,90,15,3,3,3,3,660.0,1,3,740,125,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1525.0,108500
1040,2544,1,7,5,5,5,4,3,4,3,600.0,1,5,520,623,2,1,2,1,4,4,0,1,0,0,0,0,0,0,1743.0,147400
1041,3768,1,7,5,11,11,4,3,4,3,691.0,1,5,713,739,2,1,3,1,4,6,0,1,0,0,0,0,0,0,2143.0,156000
1042,10320,1,5,6,95,32,3,2,3,2,880.0,1,4,880,428,2,0,2,1,3,6,0,1,0,0,0,0,0,0,2188.0,120000
1043,9734,1,7,5,6,6,4,3,4,3,384.0,1,5,744,630,2,1,3,1,4,7,0,0,0,0,0,1,0,0,1758.0,167000
1044,3182,1,7,5,5,4,4,3,4,4,1346.0,1,5,1504,0,2,0,2,1,4,7,0,1,0,0,0,0,0,0,2850.0,191000
1045,8872,1,6,5,13,13,3,3,4,3,384.0,1,4,754,630,2,1,3,1,3,7,0,1,0,0,0,0,0,0,1768.0,161500
1046,12198,1,5,6,55,35,3,3,3,3,1204.0,1,3,1411,0,1,0,3,1,3,7,0,1,0,0,0,0,0,0,2615.0,130000
1047,8480,1,5,6,47,47,3,3,3,3,970.0,1,3,970,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1940.0,132500
1048,10200,1,5,8,40,40,3,4,4,3,864.0,1,5,904,0,1,0,3,1,4,5,0,1,0,0,0,0,0,0,1768.0,144000
1049,9555,1,5,6,31,31,3,3,0,0,0.0,1,3,1100,1133,2,1,5,2,3,11,0,1,0,0,0,0,0,0,2233.0,141000
1050,7200,1,4,8,38,4,3,4,3,3,385.0,1,4,875,0,1,0,3,1,4,5,0,1,0,0,0,0,0,0,1260.0,117000
1051,6780,1,6,8,75,28,3,2,3,3,520.0,1,4,520,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1040.0,84500
1052,53227,1,4,6,56,16,3,3,4,3,1364.0,1,5,1663,0,1,0,2,1,4,6,0,1,0,0,0,0,0,0,3027.0,256000
1053,9100,1,5,6,45,45,3,3,3,3,925.0,1,5,925,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1850.0,117500
1054,9600,1,5,7,70,60,4,4,3,2,728.0,1,5,976,332,1,1,2,1,3,7,0,1,0,0,0,0,0,0,2036.0,160000
1055,14175,1,5,5,54,12,3,3,3,3,1240.0,1,4,1375,0,1,0,3,1,3,6,0,0,1,0,0,0,0,0,2615.0,187000
1056,14277,1,8,5,7,7,4,3,5,3,1317.0,1,5,1217,1168,2,1,3,1,4,7,0,1,0,0,0,0,0,0,3702.0,350000
1057,9000,1,5,5,36,36,3,3,4,3,896.0,1,3,896,896,2,2,4,2,3,8,0,1,0,0,0,0,0,0,2688.0,133000
1058,13693,1,8,5,3,3,4,3,5,3,2418.0,1,5,2464,0,2,1,4,1,5,9,0,1,0,0,0,0,0,0,4882.0,417500
1059,3635,1,7,5,3,3,4,3,4,3,1386.0,1,5,1569,0,2,0,1,1,4,7,0,1,0,0,0,0,0,0,2955.0,175900
1060,10933,1,9,5,1,1,5,3,5,3,1555.0,1,5,1680,0,1,1,1,1,5,8,0,1,0,0,0,0,0,0,3235.0,323262
1061,8450,1,7,5,7,7,4,3,4,3,1337.0,1,5,1337,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2674.0,185000
1062,8550,1,6,8,76,60,3,3,3,3,816.0,1,5,816,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1632.0,129800
1063,12182,1,7,5,5,5,4,3,4,3,1541.0,1,5,1541,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3082.0,220000
1064,6120,1,4,7,75,15,3,3,3,3,884.0,1,5,989,584,1,0,3,1,4,6,0,1,0,0,0,0,0,0,2457.0,133000
1065,10800,1,4,7,61,14,3,3,3,3,832.0,1,3,832,629,2,0,4,1,3,6,0,0,0,0,0,0,0,0,2293.0,133500
1066,12760,1,6,5,34,34,3,3,3,3,1958.0,1,3,2048,0,3,0,5,2,3,9,0,1,0,0,0,0,0,0,4006.0,170000
1067,7655,1,6,5,17,16,3,3,4,3,903.0,1,4,910,732,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2545.0,168000
1068,10560,1,6,7,88,16,3,3,2,3,738.0,1,5,868,602,1,1,2,1,3,6,0,1,0,0,0,0,0,0,2208.0,140750
1069,7500,1,6,5,11,7,3,3,4,3,938.0,1,5,957,1342,3,1,5,1,3,7,0,1,0,0,0,0,0,0,3237.0,204000
1070,9505,1,7,5,9,9,4,3,4,3,884.0,1,5,884,1151,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2919.0,222500
1071,10205,1,5,5,48,48,3,3,3,3,925.0,1,3,999,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,1924.0,134500
1072,4379,1,8,5,6,6,4,3,4,3,1378.0,1,5,1378,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,2756.0,214000
1073,7800,1,5,7,71,60,3,3,4,3,793.0,1,3,793,325,1,0,3,1,3,5,0,0,0,0,0,0,0,0,1911.0,119900
1074,12108,1,4,4,55,55,3,3,3,3,1440.0,1,3,1440,0,2,0,4,2,2,8,0,1,0,0,0,0,0,0,2880.0,118000
1075,7000,1,5,7,50,8,3,3,3,3,1010.0,1,5,1134,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,2144.0,135000
1076,13053,1,6,7,87,10,3,3,3,3,833.0,1,4,1053,795,1,1,4,1,4,8,0,1,0,0,0,0,0,0,2681.0,207000
1077,8400,1,6,5,85,60,3,3,3,3,1181.0,1,2,1390,304,2,0,4,1,3,7,0,1,0,0,0,0,0,0,2875.0,136500
1078,6000,1,4,7,56,10,3,3,3,3,901.0,1,5,901,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1802.0,107900
1079,6240,1,6,5,72,60,3,3,3,3,861.0,1,4,861,548,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2270.0,126000
1080,31770,1,6,5,50,50,3,3,3,4,1080.0,1,2,1656,0,1,0,3,1,3,7,0,1,0,0,0,0,0,0,2736.0,215000
1081,12474,1,10,5,3,2,5,3,5,3,1682.0,1,5,1742,590,2,1,3,1,5,9,0,1,0,0,0,0,0,0,4014.0,426000
1082,9600,1,5,7,60,3,4,3,3,3,1113.0,1,4,1113,0,1,0,3,1,4,5,0,1,0,0,0,0,0,0,2226.0,147000
1083,8574,1,6,8,94,10,4,3,3,3,816.0,1,5,1232,0,1,0,3,1,4,6,0,1,0,0,0,0,0,0,2048.0,147500
1084,14418,1,9,5,3,3,5,3,5,3,1950.0,1,5,1950,0,2,0,2,1,5,7,0,1,0,0,0,0,0,0,3900.0,383000
1085,10400,1,7,5,22,22,3,3,4,3,1845.0,1,4,1872,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,3717.0,241500
1086,15564,1,6,6,96,15,3,3,4,3,676.0,1,5,676,588,1,0,3,1,3,6,0,1,0,0,0,0,0,0,1940.0,147500
1087,13543,1,8,5,5,5,4,3,5,3,1168.0,1,5,1168,1332,3,1,5,1,5,9,0,1,0,0,0,0,0,0,3668.0,355000
1088,6130,1,5,6,86,60,3,3,3,3,784.0,1,4,784,0,1,0,2,1,4,5,0,1,0,0,0,0,0,0,1568.0,109500
1089,5925,1,2,4,70,60,3,4,0,0,0.0,1,2,612,0,1,0,1,1,3,4,0,1,0,0,0,0,0,0,612.0,45000
1090,24090,1,7,7,70,60,3,4,3,3,1032.0,1,5,1207,1196,2,0,4,1,3,10,0,1,0,0,0,0,0,0,3435.0,244400
1091,9600,1,6,5,57,57,3,3,3,3,1416.0,1,3,1644,0,1,0,3,1,3,7,0,1,0,0,0,0,0,0,3060.0,167000
1092,8158,1,7,5,8,8,4,3,4,3,860.0,1,5,860,869,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2589.0,200000
1093,5220,1,5,3,74,60,3,3,3,3,830.0,1,4,879,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1709.0,80000
1094,8172,1,5,7,55,20,3,3,3,3,864.0,1,3,864,0,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1728.0,115000
1095,9000,1,6,5,54,54,3,3,4,3,1196.0,1,4,1196,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,2392.0,139000
1096,7844,1,6,7,32,32,3,3,3,3,672.0,1,3,672,728,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2072.0,149500
1097,9084,1,4,5,70,60,3,3,3,3,755.0,1,3,755,755,1,0,4,1,3,7,0,0,0,0,0,0,0,0,2265.0,108000
1098,10800,1,4,7,110,10,3,3,0,0,0.0,1,3,694,600,2,0,3,2,3,7,0,1,0,0,0,0,0,0,1294.0,106250
1099,8556,1,7,5,4,4,4,3,4,3,1240.0,1,5,1240,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2480.0,194000
1100,9100,1,5,4,48,48,3,3,3,3,988.0,1,5,988,0,1,0,3,1,3,6,0,0,0,0,1,0,0,0,1976.0,129500
1101,8668,1,5,5,42,42,3,3,3,3,1560.0,1,3,1560,0,2,0,4,2,3,8,0,1,0,0,0,0,0,0,3120.0,126000
1102,11767,1,5,5,60,60,3,3,2,3,1078.0,1,3,1368,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2446.0,120000
1103,8400,1,7,5,6,5,4,3,4,3,1473.0,1,5,1484,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,2957.0,213000
1104,3874,1,8,5,30,30,4,3,4,3,1226.0,1,3,1226,0,1,0,1,1,4,4,0,1,0,0,0,0,0,0,2452.0,190000
1105,8076,1,6,6,17,16,3,3,4,3,1160.0,1,4,1169,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2329.0,183500
1106,10090,1,7,5,47,11,3,3,3,3,725.0,1,3,1035,616,2,0,4,1,3,6,0,1,0,0,0,0,0,0,2376.0,172000
1107,8877,1,4,6,72,52,3,3,3,3,816.0,1,5,816,0,1,0,2,1,3,3,0,1,0,0,0,0,0,0,1632.0,100000
1108,11058,1,7,6,3,3,4,3,4,3,1564.0,1,5,1564,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,3128.0,218836
1109,10800,1,6,7,105,10,3,3,2,3,482.0,1,5,1221,691,2,0,3,2,3,7,0,1,0,0,0,0,0,0,2394.0,163000
1110,10936,1,7,5,4,4,4,3,4,3,1510.0,1,5,1525,0,2,1,3,1,4,6,0,1,0,0,0,0,0,0,3035.0,206580
1111,8461,1,6,5,5,4,4,3,4,3,728.0,1,5,728,728,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2184.0,163990
1112,7518,1,5,8,100,6,2,4,2,2,396.0,1,4,665,665,1,0,3,1,3,7,0,1,0,0,0,0,0,0,1726.0,116500
1113,8010,1,7,5,8,7,4,3,4,3,840.0,1,5,840,880,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2560.0,188000
1114,10050,1,5,6,44,44,3,3,3,3,793.0,1,5,1280,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2073.0,175000
1115,4740,1,8,5,22,22,4,3,4,3,1166.0,1,4,1179,0,2,0,2,1,3,5,0,1,0,0,0,0,0,0,2345.0,182000
1116,6978,1,5,7,84,30,4,4,3,3,850.0,1,3,960,0,1,0,2,1,3,5,0,0,0,0,0,0,0,0,1810.0,103000
1117,11400,1,10,5,9,8,5,3,5,3,2633.0,1,5,2633,0,2,1,2,1,5,8,0,1,0,0,0,0,0,0,5266.0,466500
1118,9240,1,6,8,51,12,4,3,3,3,988.0,1,3,988,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,1976.0,149500
1119,2304,1,7,7,32,32,3,3,4,3,1061.0,1,3,1055,0,2,0,2,1,3,4,0,1,0,0,0,0,0,0,2116.0,142500
1120,7223,1,5,5,84,60,3,3,3,3,1290.0,1,3,1422,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2712.0,136500
1121,3612,1,6,5,17,16,3,3,4,3,630.0,1,5,630,690,2,1,3,1,3,5,0,1,0,0,0,0,0,0,1950.0,137000
1122,12680,1,7,6,22,22,4,3,4,4,1675.0,1,5,1688,0,2,0,2,1,5,6,0,1,0,0,0,0,0,0,3363.0,226500
1123,10176,1,7,5,20,20,3,3,4,3,1300.0,1,4,1341,0,1,1,2,1,4,5,0,1,0,0,0,0,0,0,2641.0,171500
1124,10780,1,5,5,34,34,3,3,3,3,911.0,1,4,954,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,1865.0,132500
1125,8544,1,3,4,61,60,3,3,0,0,0.0,0,2,1040,0,2,0,2,2,3,6,0,1,0,0,0,0,0,0,1040.0,87500
1126,10646,1,7,5,9,9,3,3,3,3,858.0,1,5,872,917,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2647.0,223000
1127,8400,1,6,9,48,5,4,4,3,3,1319.0,1,3,1537,0,1,1,3,1,4,7,0,1,0,0,0,0,0,0,2856.0,174000
1128,15428,1,5,6,59,19,3,3,3,3,884.0,1,5,884,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1768.0,142000
1129,11216,1,8,5,4,4,4,3,4,4,1489.0,1,5,1489,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,2978.0,232600
1130,10140,1,6,6,36,11,3,3,3,3,1040.0,1,2,1309,0,1,1,3,1,4,5,0,1,0,0,0,0,0,0,2349.0,181000
1131,3964,1,6,4,37,37,3,3,4,3,942.0,1,4,1291,1230,2,1,5,1,3,10,0,1,0,0,0,0,0,0,3463.0,151400
1132,11428,1,8,5,4,4,4,3,4,3,1626.0,1,5,1634,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3260.0,250000
1133,10421,1,7,5,22,22,3,3,4,3,980.0,1,3,980,734,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2694.0,196500
1134,13500,1,7,8,131,23,3,4,3,3,819.0,1,3,1312,1142,2,0,3,1,3,8,0,1,0,0,0,0,0,0,3273.0,185000
1135,9000,1,6,5,41,41,3,3,3,3,1216.0,1,3,1216,0,1,0,3,1,3,5,1,0,0,0,0,0,0,0,2432.0,113000
1136,8089,1,8,6,3,3,4,3,4,3,1419.0,1,5,1419,0,2,0,2,1,4,7,0,1,0,0,0,0,0,0,2838.0,392000
1137,9400,1,6,5,35,35,3,3,4,4,945.0,1,3,980,0,2,0,4,0,3,4,0,1,0,0,0,0,0,0,1925.0,127500
1138,2117,1,6,5,10,10,4,3,4,3,756.0,1,5,769,804,2,1,3,1,4,4,0,1,0,0,0,0,0,0,2329.0,177000
1139,10625,1,6,5,6,6,4,3,4,3,1158.0,1,5,1158,1285,2,1,4,1,4,9,0,1,0,0,0,0,0,0,3601.0,265000
1140,8413,1,8,5,12,12,4,4,5,3,1220.0,1,5,1220,1142,2,1,3,1,4,8,0,1,0,0,0,0,0,0,3582.0,312500
1141,13500,1,10,9,117,10,5,5,3,3,1237.0,1,4,1521,1254,3,1,3,1,4,9,0,0,0,0,0,0,0,0,4012.0,325000
1142,15676,1,8,8,30,30,4,4,4,4,2014.0,1,4,2014,0,2,0,2,1,4,6,0,1,0,0,0,0,0,0,4028.0,275000
1143,9950,1,7,5,15,15,4,3,4,3,1203.0,1,5,1214,1306,2,1,4,1,4,9,0,1,0,0,0,0,0,0,3723.0,290000
1144,15410,1,6,6,36,8,3,4,3,3,1208.0,1,5,1494,0,2,0,3,1,3,7,0,0,0,0,0,0,1,0,2702.0,169000
1145,6000,1,5,7,89,60,3,3,3,3,616.0,1,4,616,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1232.0,89000
1146,8402,1,6,5,12,12,3,3,4,3,789.0,1,4,789,676,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2254.0,180400
1147,10655,1,8,5,7,6,4,3,4,3,3206.0,1,5,1629,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,4835.0,284000
1148,10150,1,5,5,52,52,3,3,3,3,912.0,1,5,912,0,1,0,2,1,3,5,1,0,0,0,0,0,0,0,1824.0,114500
1149,10084,1,7,5,5,4,4,3,4,3,1552.0,1,5,1552,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3104.0,212900
1150,16285,1,7,5,9,8,4,3,4,3,1413.0,1,5,1430,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2843.0,187100
1151,3230,1,6,5,11,11,3,3,4,3,729.0,1,4,729,729,2,1,2,1,3,5,0,1,0,0,0,0,0,0,2187.0,176000
1152,21579,1,6,6,42,42,3,3,4,3,1488.0,1,5,1488,0,2,0,3,1,3,7,0,1,0,0,0,0,0,0,2976.0,215000
1153,8320,1,7,5,6,6,4,3,4,3,770.0,1,5,770,812,2,1,3,1,4,6,0,1,0,0,0,0,0,0,2352.0,185900
1154,6960,1,4,6,40,40,3,3,3,3,864.0,1,3,864,0,1,0,3,1,4,5,0,1,0,0,0,0,0,0,1728.0,120500
1155,21930,1,5,5,5,5,4,3,4,4,732.0,1,5,734,1104,2,1,4,1,3,7,0,0,0,0,0,1,0,0,2570.0,192140
1156,6600,1,5,9,28,2,4,4,3,3,816.0,1,5,816,0,1,0,3,1,4,5,0,1,0,0,0,0,0,0,1632.0,130500
1157,8405,1,4,3,65,60,3,3,0,0,0.0,0,3,1088,441,2,0,4,1,3,9,0,1,0,0,0,0,0,0,1529.0,98000
1158,11778,1,9,5,2,2,4,3,4,3,2271.0,1,5,2276,0,2,0,3,1,5,7,0,1,0,0,0,0,0,0,4547.0,475000
1159,8967,1,5,2,90,60,3,2,2,1,961.0,1,4,1077,0,1,0,2,1,3,6,0,1,0,0,0,0,0,0,2038.0,67000
1160,10562,1,8,5,3,3,4,3,5,3,1582.0,1,5,1610,551,1,1,3,1,5,8,0,1,0,0,0,0,0,0,3743.0,325624
1161,12864,1,7,5,8,8,4,3,4,3,1409.0,1,5,1409,0,1,1,1,1,4,4,0,1,0,0,0,0,0,0,2818.0,245000
1162,13695,1,5,5,6,6,3,3,3,3,1114.0,1,5,1114,0,1,1,3,1,4,6,0,0,0,0,1,0,0,0,2228.0,159000
1163,10289,1,5,7,45,45,3,3,3,3,1073.0,1,3,1073,0,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2146.0,156000
1164,15431,1,10,5,2,2,5,3,5,3,3094.0,1,5,2402,0,2,0,2,1,5,10,0,1,0,0,0,0,0,0,5496.0,555000
1165,11120,1,6,6,26,26,3,3,4,3,1232.0,1,3,1232,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2464.0,162500
1166,9069,1,6,8,17,17,4,4,4,3,1344.0,1,4,1440,0,2,0,2,2,4,8,0,1,0,0,0,0,0,0,2784.0,224500
1167,47280,1,6,5,60,60,3,3,3,3,1488.0,1,4,1488,0,2,1,3,1,3,6,0,1,0,0,0,0,0,0,2976.0,133000
1168,7875,1,7,5,7,7,4,3,4,3,783.0,1,5,807,702,2,1,3,1,4,8,0,1,0,0,0,0,0,0,2292.0,180000
1169,6600,1,5,6,28,5,3,3,3,3,845.0,1,4,845,0,1,0,3,1,4,6,0,1,0,0,0,0,0,0,1690.0,134500
1170,13682,1,10,5,4,4,5,3,5,3,1410.0,1,5,1426,1519,3,1,3,1,4,10,0,1,0,0,0,0,0,0,4355.0,438780
1171,9150,1,6,5,48,48,3,3,4,3,1099.0,1,4,1431,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2530.0,165000
1172,7150,1,5,5,43,43,3,3,3,3,892.0,1,3,892,0,1,0,3,1,3,5,0,1,0,0,0,0,0,0,1784.0,100000
1173,12285,1,7,6,50,50,3,3,3,3,1329.0,1,4,1329,0,1,1,3,1,3,5,0,1,0,0,0,0,0,0,2658.0,176000
1174,17920,1,5,4,55,36,3,3,3,3,1763.0,1,3,1779,0,1,1,3,1,3,6,0,1,0,0,0,0,0,0,3542.0,170000
1175,3684,1,7,5,3,3,4,3,4,3,1373.0,1,5,1555,0,2,0,2,1,4,7,0,1,0,0,0,0,0,0,2928.0,174000
1176,7006,1,6,6,85,60,3,3,3,3,768.0,1,3,788,448,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2004.0,127000
1177,8390,1,7,5,11,11,3,3,4,3,831.0,1,5,873,778,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2482.0,185900
1178,5784,1,5,8,72,14,3,3,2,3,190.0,1,4,886,0,1,0,2,1,3,4,0,0,0,0,0,0,0,0,1076.0,91300
1179,9135,1,6,5,7,7,4,3,4,3,1682.0,1,5,1700,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3382.0,200000
1180,10496,1,6,6,61,60,3,3,3,3,1040.0,1,5,1168,678,2,0,3,1,3,7,0,0,0,0,0,0,0,0,2886.0,143000
1181,13650,1,5,5,52,52,4,4,3,3,1052.0,1,5,1252,668,2,0,4,1,4,8,0,1,0,0,0,0,0,0,2972.0,172500
1182,8308,1,4,6,47,47,3,4,3,3,1088.0,1,3,1088,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,2176.0,110000
1183,9450,1,4,5,53,53,3,3,3,3,1040.0,1,3,1362,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2402.0,140000
1184,9317,1,6,5,4,4,4,3,4,3,1314.0,1,4,1314,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2628.0,176432
1185,7153,1,6,5,19,19,3,3,4,3,1278.0,1,4,1294,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2572.0,179200
1186,8814,1,7,5,5,3,4,3,4,3,1274.0,1,5,1274,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2548.0,203000
1187,9849,1,7,6,3,3,4,3,4,3,1689.0,1,5,1689,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3378.0,248328
1188,14463,1,9,5,2,2,5,3,5,3,1641.0,1,5,1641,0,2,0,3,1,5,7,0,1,0,0,0,0,0,0,3282.0,316500
1189,5190,1,7,5,62,60,3,3,3,3,570.0,1,3,617,462,1,0,2,1,3,5,0,1,0,0,0,0,0,0,1649.0,125600
1190,9750,1,5,6,51,51,3,3,3,3,984.0,1,4,984,0,1,0,2,1,2,5,0,1,0,0,0,0,0,0,1968.0,110000
1191,6000,1,4,4,90,60,3,3,3,3,960.0,1,4,960,0,1,0,2,1,2,5,0,1,0,0,0,0,0,0,1920.0,108500
1192,8712,1,5,5,58,58,2,3,3,3,540.0,1,3,1044,0,1,0,2,1,2,4,0,1,0,0,0,0,0,0,1584.0,55993
1193,11851,1,5,7,62,1,3,4,3,3,1027.0,1,5,1027,606,1,0,3,1,4,7,0,0,0,0,0,0,0,0,2660.0,129000
1194,13811,1,6,6,23,23,3,3,4,4,1112.0,1,4,1137,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2249.0,176000
1195,10143,1,6,7,47,47,3,3,3,3,1380.0,1,2,1380,0,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2760.0,154000
1196,18265,1,6,5,24,24,4,4,4,4,1256.0,1,5,1256,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2512.0,180000
1197,4224,1,5,5,34,34,3,3,4,3,1142.0,1,3,1142,0,1,1,3,1,3,6,0,1,0,0,0,0,0,0,2284.0,134000
1198,12615,1,6,7,60,9,3,3,3,4,1202.0,1,3,2158,0,2,0,4,1,4,7,0,1,0,0,0,0,0,0,3360.0,243000
1199,14536,1,8,5,8,7,4,3,4,3,1616.0,1,5,1629,0,2,0,3,1,4,9,0,1,0,0,0,0,0,0,3245.0,270000
1200,9187,1,6,5,27,27,3,4,3,3,1084.0,1,3,1080,0,1,1,3,1,3,5,0,1,0,0,0,0,0,0,2164.0,134000
1201,9900,1,7,5,17,17,4,3,4,3,1347.0,1,5,1372,1274,2,1,4,1,4,9,0,1,0,0,0,0,0,0,3993.0,260000
1202,8333,1,7,5,4,4,4,3,4,3,738.0,1,4,738,753,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2229.0,168675
1203,10147,1,6,5,16,16,3,3,4,3,392.0,1,4,924,770,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2086.0,160000
1204,5914,1,5,9,120,14,3,3,2,3,684.0,1,4,684,396,1,0,3,1,4,5,0,1,0,0,0,0,0,0,1764.0,95000
1205,11646,1,6,5,5,4,4,3,4,3,704.0,1,5,704,718,2,1,3,1,4,7,0,1,0,0,0,0,0,0,2126.0,173000
1206,7200,1,7,5,4,4,4,3,4,4,1293.0,1,5,1301,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,2594.0,187750
1207,20544,1,7,6,24,19,3,4,4,3,791.0,1,4,1236,857,2,1,3,1,3,7,0,1,0,0,0,0,0,0,2884.0,215000
1208,9981,1,5,5,43,43,3,3,3,3,1073.0,1,4,1073,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2146.0,120000
1209,8251,1,7,5,5,4,4,3,4,4,1494.0,1,5,1506,0,2,0,3,1,4,7,0,1,0,0,0,0,0,0,3000.0,249000
1210,10140,1,7,6,43,43,3,3,3,3,1334.0,1,4,1334,0,2,0,3,1,3,7,0,0,0,0,0,1,0,0,2668.0,164500
1211,8239,1,7,5,24,24,4,3,0,0,0.0,1,4,1295,0,2,0,2,1,4,5,0,1,0,0,0,0,0,0,1295.0,230000
1212,5700,1,7,6,81,20,3,3,3,3,672.0,1,4,672,672,1,1,3,1,4,6,1,0,0,0,0,0,0,0,2016.0,140000
1213,7200,1,5,7,58,58,3,4,3,4,732.0,1,3,732,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,1464.0,118900
1214,9178,1,8,5,2,2,4,3,4,3,1468.0,1,5,1468,0,2,0,3,1,4,6,0,1,0,0,0,0,0,0,2936.0,239900
1215,4043,1,6,5,35,35,3,3,4,3,1069.0,1,4,1069,0,2,0,2,1,3,4,0,1,0,0,0,0,0,0,2138.0,146300
1216,4224,1,5,6,35,35,3,3,4,3,1040.0,1,4,1040,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,2080.0,124000
1217,11235,1,5,5,47,47,3,3,4,3,925.0,1,3,999,0,1,0,3,1,3,6,0,1,0,0,0,0,0,0,1924.0,130000
1218,8450,1,7,5,10,9,3,3,4,3,1349.0,1,5,1349,0,2,0,3,1,3,6,0,1,0,0,0,0,0,0,2698.0,179000
1219,11851,1,7,5,20,20,3,3,4,3,1424.0,1,5,1442,0,2,0,3,1,3,5,0,1,0,0,0,0,0,0,2866.0,180500
1220,4608,1,4,6,65,60,3,4,3,3,747.0,1,3,747,0,1,0,2,1,3,4,0,0,0,0,0,0,0,0,1494.0,80000
1221,9262,1,8,5,2,1,4,3,4,3,1573.0,1,5,1578,0,2,0,3,1,5,7,0,1,0,0,0,0,0,0,3151.0,287090
1222,12702,1,5,5,54,54,3,3,0,0,0.0,1,4,882,0,1,0,2,1,3,4,0,1,0,0,0,0,0,0,882.0,97000
