,lot_frontage,lot_area,street,utilities,overall_qual,overall_cond,year_built,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,total_bsmt_sf,heating,heating_qc,1st_flr_sf,2nd_flr_sf,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,garage_yr_blt,garage_area,garage_qual,garage_cond,pool_area,pool_qc,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,paved_drive_P,paved_drive_Y,total_sf,overall_score,exter_score,bsmt_score,garage_score,saleprice
996,65.0,6435,1,1,6,5,71,60,3,3,3,3,1,972.0,1,4,972,605,1,0,3,1,2,6,1939.0,312.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2549.0,30,9,9,9,140200
997,65.0,8450,1,1,5,6,42,42,3,3,3,3,1,882.0,1,3,909,0,1,0,3,1,3,5,1968.0,294.0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1791.0,30,9,9,9,116000
998,88.0,11577,1,1,9,5,5,4,5,3,4,3,4,1838.0,1,5,1838,0,2,0,3,1,5,9,2005.0,682.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3676.0,45,15,12,9,359900
999,50.0,8340,1,1,6,6,33,33,3,3,4,3,3,675.0,1,3,686,702,1,1,3,1,3,6,1977.0,317.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2063.0,36,9,12,9,157500
1000,0.0,10708,1,1,5,5,55,17,4,3,3,3,1,1617.0,1,5,1867,0,1,0,2,1,3,7,1955.0,303.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3484.0,25,12,9,9,190000
1001,60.0,6911,1,1,5,5,86,60,3,3,3,3,2,1145.0,1,3,1301,0,1,0,2,1,2,5,1965.0,440.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2446.0,25,9,9,9,100000
1002,80.0,8800,1,1,6,6,46,46,3,3,3,3,1,1251.0,1,3,1251,0,1,0,3,1,3,6,1964.0,461.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2502.0,36,9,9,9,160000
1003,65.0,10739,1,1,7,5,8,9,4,3,4,3,1,1431.0,1,5,1444,0,2,0,3,1,4,6,2002.0,577.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2875.0,35,12,12,9,203000
1004,0.0,9572,1,1,8,5,20,20,4,3,5,3,1,1453.0,1,5,1453,1357,2,1,4,1,4,9,1990.0,750.0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4263.0,40,12,15,16,302000
1005,50.0,8012,1,1,6,5,30,30,3,3,4,3,1,923.0,1,3,923,0,2,0,2,1,3,5,1980.0,264.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1846.0,30,9,12,9,143000
1006,66.0,16226,1,1,8,5,12,11,4,3,4,3,1,1028.0,1,5,1210,1242,2,1,4,1,4,9,1998.0,683.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3480.0,40,12,12,9,267000
1007,0.0,10899,1,1,4,5,46,46,3,3,0,0,0,0.0,1,3,1224,0,2,0,2,2,3,8,1964.0,530.0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1224.0,20,9,0,9,103000
1008,32.0,4500,1,1,6,5,12,12,3,4,5,4,1,1237.0,1,5,1337,0,2,0,2,1,3,5,1998.0,405.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2574.0,30,12,20,9,153500
1009,0.0,16647,1,1,5,5,35,29,3,3,4,3,4,1390.0,1,3,1701,0,2,0,3,1,3,6,1975.0,611.0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3091.0,25,9,12,9,171000
1010,62.0,8707,1,1,4,5,86,60,3,3,3,3,1,1093.0,1,3,1093,576,1,1,4,1,3,9,1924.0,288.0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2762.0,20,9,9,6,107000
1011,66.0,8300,1,1,6,6,42,42,3,3,3,3,2,952.0,1,4,952,0,1,0,3,1,3,5,1968.0,288.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1904.0,36,9,9,9,128500
1012,72.0,9770,1,1,5,5,53,53,3,3,3,3,1,922.0,1,3,922,0,1,0,2,1,3,5,1957.0,308.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1844.0,25,9,9,9,116000
1013,80.0,17400,1,1,5,5,33,33,3,3,3,3,1,1126.0,1,2,1126,0,2,0,3,1,3,5,1977.0,484.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2252.0,25,9,9,9,160000
1014,39.0,5070,1,1,8,5,18,18,4,3,4,3,2,1280.0,1,5,1280,0,2,0,2,1,4,5,1992.0,506.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2560.0,40,12,12,9,180000
1015,66.0,7920,1,1,5,5,40,8,3,3,3,3,1,914.0,1,5,914,0,1,0,3,1,5,5,1970.0,368.0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1828.0,25,9,9,12,133000
1016,78.0,7020,1,1,7,5,13,13,3,4,4,3,4,1288.0,1,4,1368,0,2,0,2,2,3,8,1997.0,784.0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2656.0,35,12,12,9,215000
1017,0.0,7500,1,1,6,7,68,60,3,3,3,3,1,771.0,1,2,753,741,1,0,3,1,4,7,1942.0,213.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2265.0,42,9,9,9,177500
1018,76.0,10612,1,1,8,5,4,4,4,3,4,3,2,1524.0,1,4,1534,0,2,0,3,1,4,7,2006.0,484.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3058.0,40,12,12,9,215000
1019,51.0,6120,1,1,5,6,72,60,3,3,3,2,1,952.0,1,3,994,588,2,0,3,1,3,6,1938.0,250.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2534.0,30,9,6,6,150000
1020,90.0,12376,1,1,7,5,20,20,3,3,4,3,2,1673.0,1,4,1699,1523,3,0,5,1,4,11,1990.0,594.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4895.0,35,9,12,9,320000
1021,100.0,10004,1,1,6,6,46,46,3,3,3,3,1,1516.0,1,3,1516,0,1,1,3,1,3,6,1964.0,472.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3032.0,36,9,9,9,167000
1022,55.0,8250,1,1,5,7,75,60,3,3,0,0,0,0.0,1,3,1032,0,1,0,2,1,3,6,1939.0,260.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1032.0,35,9,0,9,125000
1023,103.0,12205,1,1,3,1,61,18,3,3,2,2,1,448.0,1,4,1588,0,2,0,5,1,3,6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2036.0,3,9,4,0,65000
1024,103.0,11175,1,1,7,5,3,3,4,3,4,3,3,1316.0,1,5,1316,0,2,0,3,1,4,6,2007.0,440.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2632.0,35,12,12,9,200141
1025,85.0,9965,1,1,7,5,3,3,4,3,4,3,1,1528.0,1,5,1528,0,3,2,3,1,4,6,2007.0,480.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3056.0,35,12,12,9,235876
1026,50.0,8660,1,1,5,6,110,17,3,3,3,3,1,760.0,1,5,928,928,2,0,5,1,4,11,1998.0,576.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2616.0,30,9,9,9,123000
1027,82.0,12375,1,1,5,5,59,59,3,2,3,3,1,806.0,1,3,1081,341,1,0,3,1,3,7,1951.0,288.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2228.0,25,6,9,9,137500
1028,60.0,8070,1,1,4,5,16,15,3,3,4,3,1,990.0,1,5,990,0,1,0,3,1,3,5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,20,9,12,0,123600
1029,84.0,8658,1,1,6,5,45,45,3,3,3,3,1,1088.0,1,5,1324,0,2,0,3,1,3,6,1965.0,440.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2412.0,30,9,9,9,160000
1030,0.0,8063,1,1,6,5,10,10,3,3,4,3,1,924.0,1,5,948,742,2,1,3,1,3,7,2000.0,463.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2614.0,30,9,12,9,181000
1031,49.0,8235,1,1,5,7,55,15,3,4,3,3,1,825.0,1,3,825,0,1,0,2,1,3,4,1963.0,720.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1650.0,35,12,9,9,125000
1032,78.0,11700,1,1,6,6,42,42,3,3,3,3,1,727.0,1,5,829,727,1,1,4,1,3,8,1968.0,441.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2283.0,36,9,9,9,154000
1033,74.0,12961,1,1,6,5,17,16,4,4,4,3,2,1152.0,1,5,1152,645,2,1,3,1,4,7,1993.0,616.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2949.0,30,16,12,9,231000
1034,65.0,8450,1,1,5,6,42,42,3,3,3,3,1,1056.0,1,5,1056,0,1,0,3,1,3,6,1968.0,304.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2112.0,30,9,9,9,142000
1035,90.0,22950,1,1,10,9,118,17,4,4,3,3,2,1107.0,1,5,1518,1518,2,1,4,1,5,12,1993.0,840.0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4143.0,90,16,9,15,475000
1036,41.0,5748,1,1,8,5,5,4,4,3,5,3,4,1573.0,1,5,1778,0,2,0,2,1,5,5,2005.0,495.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3351.0,40,12,15,9,375000
1037,70.0,10500,1,1,4,5,39,39,3,3,3,3,1,864.0,1,3,864,0,1,0,3,1,3,5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1728.0,20,9,9,0,115000
1038,62.0,7500,1,1,7,5,6,5,4,3,4,3,1,1221.0,1,5,1221,0,2,0,2,1,4,6,2004.0,400.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2442.0,35,12,12,9,185000
1039,62.0,10042,1,1,6,8,90,15,3,3,3,3,1,660.0,1,3,740,125,1,0,2,1,3,4,1920.0,216.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1525.0,48,9,9,9,108500
1040,24.0,2544,1,1,7,5,5,5,4,3,4,3,1,600.0,1,5,520,623,2,1,2,1,4,4,2005.0,480.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1743.0,35,12,12,9,147400
1041,35.0,3768,1,1,7,5,11,11,4,3,4,3,1,691.0,1,5,713,739,2,1,3,1,4,6,1999.0,506.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2143.0,35,12,12,9,156000
1042,0.0,10320,1,1,5,6,95,32,3,2,3,2,1,880.0,1,4,880,428,2,0,2,1,3,6,1950.0,400.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2188.0,30,6,6,4,120000
1043,61.0,9734,1,1,7,5,6,6,4,3,4,3,2,384.0,1,5,744,630,2,1,3,1,4,7,2004.0,400.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1758.0,35,12,12,9,167000
1044,43.0,3182,1,1,7,5,5,4,4,3,4,4,1,1346.0,1,5,1504,0,2,0,2,1,4,7,2005.0,437.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2850.0,35,12,16,9,191000
1045,56.0,8872,1,1,6,5,13,13,3,3,4,3,1,384.0,1,4,754,630,2,1,3,1,3,7,1997.0,390.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1768.0,30,9,12,9,161500
1046,70.0,12198,1,1,5,6,55,35,3,3,3,3,3,1204.0,1,3,1411,0,1,0,3,1,3,7,1955.0,310.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2615.0,30,9,9,9,130000
1047,80.0,8480,1,1,5,6,47,47,3,3,3,3,1,970.0,1,3,970,0,1,0,2,1,3,5,1996.0,624.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1940.0,30,9,9,9,132500
1048,0.0,10200,1,1,5,8,40,40,3,4,4,3,3,864.0,1,5,904,0,1,0,3,1,4,5,1979.0,912.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1768.0,40,12,12,9,144000
1049,0.0,9555,1,1,5,6,31,31,3,3,0,0,0,0.0,1,3,1100,1133,2,1,5,2,3,11,1979.0,579.0,3,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2233.0,30,9,0,12,141000
1050,60.0,7200,1,1,4,8,38,4,3,4,3,3,1,385.0,1,4,875,0,1,0,3,1,4,5,1975.0,728.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1260.0,32,12,9,9,117000
1051,60.0,6780,1,1,6,8,75,28,3,2,3,3,3,520.0,1,4,520,0,1,0,2,1,3,5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1040.0,48,6,9,0,84500
1052,0.0,53227,1,1,4,6,56,16,3,3,4,3,4,1364.0,1,5,1663,0,1,0,2,1,4,6,1954.0,529.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3027.0,24,9,12,9,256000
1053,70.0,9100,1,1,5,6,45,45,3,3,3,3,1,925.0,1,5,925,0,1,0,2,1,3,5,1965.0,429.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1850.0,30,9,9,9,117500
1054,130.0,9600,1,1,5,7,70,60,4,4,3,2,1,728.0,1,5,976,332,1,1,2,1,3,7,1940.0,256.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2036.0,35,16,6,9,160000
1055,81.0,14175,1,1,5,5,54,12,3,3,3,3,1,1240.0,1,4,1375,0,1,0,3,1,3,6,1956.0,323.0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2615.0,25,9,9,9,187000
1056,110.0,14277,1,1,8,5,7,7,4,3,5,3,2,1317.0,1,5,1217,1168,2,1,3,1,4,7,2003.0,818.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3702.0,40,12,15,9,350000
1057,60.0,9000,1,1,5,5,36,36,3,3,4,3,2,896.0,1,3,896,896,2,2,4,2,3,8,1982.0,480.0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2688.0,25,9,12,9,133000
1058,105.0,13693,1,1,8,5,3,3,4,3,5,3,4,2418.0,1,5,2464,0,2,1,4,1,5,9,2007.0,650.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4882.0,40,12,15,9,417500
1059,51.0,3635,1,1,7,5,3,3,4,3,4,3,1,1386.0,1,5,1569,0,2,0,1,1,4,7,2007.0,660.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2955.0,35,12,12,9,175900
1060,84.0,10933,1,1,9,5,1,1,5,3,5,3,4,1555.0,1,5,1680,0,1,1,1,1,5,8,2009.0,1138.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3235.0,45,15,15,9,323262
1061,65.0,8450,1,1,7,5,7,7,4,3,4,3,2,1337.0,1,5,1337,0,2,0,3,1,4,6,2003.0,531.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2674.0,35,12,12,9,185000
1062,60.0,8550,1,1,6,8,76,60,3,3,3,3,1,816.0,1,5,816,0,1,0,2,1,3,4,1949.0,240.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1632.0,48,9,9,9,129800
1063,95.0,12182,1,1,7,5,5,5,4,3,4,3,2,1541.0,1,5,1541,0,2,0,3,1,4,7,2005.0,532.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3082.0,35,12,12,9,220000
1064,51.0,6120,1,1,4,7,75,15,3,3,3,3,1,884.0,1,5,989,584,1,0,3,1,4,6,1935.0,240.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2457.0,28,9,9,9,133000
1065,60.0,10800,1,1,4,7,61,14,3,3,3,3,1,832.0,1,3,832,629,2,0,4,1,3,6,1949.0,384.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2293.0,28,9,9,9,133500
1066,0.0,12760,1,1,6,5,34,34,3,3,3,3,1,1958.0,1,3,2048,0,3,0,5,2,3,9,1976.0,776.0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4006.0,30,9,9,9,170000
1067,0.0,7655,1,1,6,5,17,16,3,3,4,3,1,903.0,1,4,910,732,2,1,3,1,3,7,1993.0,392.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2545.0,30,9,12,9,168000
1068,60.0,10560,1,1,6,7,88,16,3,3,2,3,1,738.0,1,5,868,602,1,1,2,1,3,6,1970.0,624.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2208.0,42,9,6,9,140750
1069,60.0,7500,1,1,6,5,11,7,3,3,4,3,1,938.0,1,5,957,1342,3,1,5,1,3,7,1999.0,482.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3237.0,30,9,12,9,204000
1070,0.0,9505,1,1,7,5,9,9,4,3,4,3,1,884.0,1,5,884,1151,2,1,3,1,4,8,2001.0,434.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2919.0,35,12,12,9,222500
1071,69.0,10205,1,1,5,5,48,48,3,3,3,3,3,925.0,1,3,999,0,1,0,3,1,3,6,1962.0,300.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1924.0,25,9,9,9,134500
1072,45.0,4379,1,1,8,5,6,6,4,3,4,3,3,1378.0,1,5,1378,0,2,0,2,1,4,6,2004.0,540.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2756.0,40,12,12,9,214000
1073,65.0,7800,1,1,5,7,71,60,3,3,4,3,2,793.0,1,3,793,325,1,0,3,1,3,5,1939.0,410.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1911.0,35,9,12,9,119900
1074,92.0,12108,1,1,4,4,55,55,3,3,3,3,1,1440.0,1,3,1440,0,2,0,4,2,2,8,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2880.0,16,9,9,0,118000
1075,70.0,7000,1,1,5,7,50,8,3,3,3,3,1,1010.0,1,5,1134,0,1,0,2,1,3,6,1960.0,254.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2144.0,35,9,9,9,135000
1076,64.0,13053,1,1,6,7,87,10,3,3,3,3,1,833.0,1,4,1053,795,1,1,4,1,4,8,1922.0,370.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2681.0,42,9,9,9,207000
1077,60.0,8400,1,1,6,5,85,60,3,3,3,3,1,1181.0,1,2,1390,304,2,0,4,1,3,7,1925.0,576.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2875.0,30,9,9,9,136500
1078,50.0,6000,1,1,4,7,56,10,3,3,3,3,1,901.0,1,5,901,0,1,0,2,1,3,4,1954.0,281.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1802.0,28,9,9,6,107900
1079,0.0,6240,1,1,6,5,72,60,3,3,3,3,1,861.0,1,4,861,548,1,1,3,1,3,6,1968.0,528.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2270.0,30,9,9,9,126000
1080,141.0,31770,1,1,6,5,50,50,3,3,3,4,4,1080.0,1,2,1656,0,1,0,3,1,3,7,1960.0,528.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2736.0,30,9,12,9,215000
1081,96.0,12474,1,1,10,5,3,2,5,3,5,3,3,1682.0,1,5,1742,590,2,1,3,1,5,9,2008.0,846.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4014.0,50,15,15,9,426000
1082,80.0,9600,1,1,5,7,60,3,4,3,3,3,1,1113.0,1,4,1113,0,1,0,3,1,4,5,1950.0,264.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2226.0,35,12,9,9,147000
1083,64.0,8574,1,1,6,8,94,10,4,3,3,3,1,816.0,1,5,1232,0,1,0,3,1,4,6,1916.0,440.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2048.0,48,12,9,9,147500
1084,104.0,14418,1,1,9,5,3,3,5,3,5,3,4,1950.0,1,5,1950,0,2,0,2,1,5,7,2007.0,706.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3900.0,45,15,15,9,383000
1085,80.0,10400,1,1,7,5,22,22,3,3,4,3,3,1845.0,1,4,1872,0,2,0,3,1,3,6,1988.0,604.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3717.0,35,9,12,9,241500
1086,63.0,15564,1,1,6,6,96,15,3,3,4,3,1,676.0,1,5,676,588,1,0,3,1,3,6,1994.0,400.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1940.0,36,9,12,9,147500
1087,101.0,13543,1,1,8,5,5,5,4,3,5,3,4,1168.0,1,5,1168,1332,3,1,5,1,5,9,2005.0,683.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3668.0,40,12,15,9,355000
1088,50.0,6130,1,1,5,6,86,60,3,3,3,3,1,784.0,1,4,784,0,1,0,2,1,4,5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1568.0,30,9,9,0,109500
1089,50.0,5925,1,1,2,4,70,60,3,4,0,0,0,0.0,1,2,612,0,1,0,1,1,3,4,1965.0,308.0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,612.0,8,12,0,6,45000
1090,0.0,24090,1,1,7,7,70,60,3,4,3,3,2,1032.0,1,5,1207,1196,2,0,4,1,3,10,1940.0,349.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3435.0,49,12,9,9,244400
1091,80.0,9600,1,1,6,5,57,57,3,3,3,3,1,1416.0,1,3,1644,0,1,0,3,1,3,7,1953.0,418.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3060.0,30,9,9,9,167000
1092,65.0,8158,1,1,7,5,8,8,4,3,4,3,1,860.0,1,5,860,869,2,1,3,1,4,7,2002.0,542.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2589.0,35,12,12,9,200000
1093,50.0,5220,1,1,5,3,74,60,3,3,3,3,1,830.0,1,4,879,0,1,0,2,1,3,4,1936.0,180.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1709.0,15,9,9,9,80000
1094,60.0,8172,1,1,5,7,55,20,3,3,3,3,1,864.0,1,3,864,0,1,0,2,1,3,5,1957.0,572.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1728.0,35,9,9,9,115000
1095,72.0,9000,1,1,6,5,54,54,3,3,4,3,1,1196.0,1,4,1196,0,1,0,2,1,3,6,1956.0,297.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2392.0,30,9,12,9,139000
1096,74.0,7844,1,1,6,7,32,32,3,3,3,3,1,672.0,1,3,672,728,1,1,3,1,3,6,1978.0,440.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2072.0,42,9,9,9,149500
1097,60.0,9084,1,1,4,5,70,60,3,3,3,3,2,755.0,1,3,755,755,1,0,4,1,3,7,1940.0,296.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2265.0,20,9,9,2,108000
1098,60.0,10800,1,1,4,7,110,10,3,3,0,0,0,0.0,1,3,694,600,2,0,3,2,3,7,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1294.0,28,9,0,0,106250
1099,74.0,8556,1,1,7,5,4,4,4,3,4,3,3,1240.0,1,5,1240,0,2,0,2,1,4,5,2006.0,826.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2480.0,35,12,12,9,194000
1100,70.0,9100,1,1,5,4,48,48,3,3,3,3,1,988.0,1,5,988,0,1,0,3,1,3,6,1977.0,624.0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1976.0,20,9,9,9,129500
1101,63.0,8668,1,1,5,5,42,42,3,3,3,3,1,1560.0,1,3,1560,0,2,0,4,2,3,8,1968.0,792.0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3120.0,25,9,9,9,126000
1102,70.0,11767,1,1,5,5,60,60,3,3,2,3,2,1078.0,1,3,1368,0,1,0,3,1,3,6,1950.0,195.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2446.0,25,9,6,9,120000
1103,70.0,8400,1,1,7,5,6,5,4,3,4,3,3,1473.0,1,5,1484,0,2,0,3,1,4,7,2004.0,606.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2957.0,35,12,12,9,213000
1104,40.0,3874,1,1,8,5,30,30,4,3,4,3,4,1226.0,1,3,1226,0,1,0,1,1,4,4,1980.0,484.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2452.0,40,12,12,9,190000
1105,0.0,8076,1,1,6,6,17,16,3,3,4,3,1,1160.0,1,4,1169,0,2,0,3,1,3,6,1993.0,402.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2329.0,36,9,12,9,183500
1106,93.0,10090,1,1,7,5,47,11,3,3,3,3,3,725.0,1,3,1035,616,2,0,4,1,3,6,1963.0,276.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2376.0,35,9,9,9,172000
1107,67.0,8877,1,1,4,6,72,52,3,3,3,3,2,816.0,1,5,816,0,1,0,2,1,3,3,1958.0,288.0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1632.0,24,9,9,4,100000
1108,85.0,11058,1,1,7,6,3,3,4,3,4,3,1,1564.0,1,5,1564,0,2,0,3,1,4,6,2007.0,814.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3128.0,42,12,12,9,218836
1109,60.0,10800,1,1,6,7,105,10,3,3,2,3,1,482.0,1,5,1221,691,2,0,3,2,3,7,2003.0,672.0,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2394.0,42,9,6,12,163000
1110,59.0,10936,1,1,7,5,4,4,4,3,4,3,3,1510.0,1,5,1525,0,2,1,3,1,4,6,2006.0,534.0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3035.0,35,12,12,9,206580
