,overall_qual,gr_liv_area,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_built,year_remod/add,garage_yr_blt,mas_vnr_area,totrms_abvgrd,fireplaces,bsmtfin_sf_1,lot_frontage,open_porch_sf,wood_deck_sf,lot_area,bsmt_full_bath,half_bath,2nd_flr_sf,full_bath_1,full_bath_2,full_bath_3,full_bath_4,total_sf_dom,lot_minus_total,saleprice
1081,10,2332,846.0,3.0,1682.0,1742,3,2,2008.0,272.0,9,1,1280.0,96.0,134,196,12474,1.0,1,590,0,1,0,0,3612.0,8862.0,426000
1082,5,1113,264.0,1.0,1113.0,1113,60,3,1950.0,0.0,5,1,607.0,80.0,80,0,9600,0.0,0,0,1,0,0,0,1720.0,7880.0,147000
1083,6,1232,440.0,2.0,816.0,1232,94,10,1916.0,0.0,6,1,0.0,64.0,0,0,8574,0.0,0,0,1,0,0,0,1232.0,7342.0,147500
1084,9,1950,706.0,3.0,1950.0,1950,3,3,2007.0,480.0,7,1,1375.0,104.0,207,156,14418,1.0,0,0,0,1,0,0,3325.0,11093.0,383000
1085,7,1872,604.0,2.0,1845.0,1872,22,22,1988.0,102.0,6,1,929.0,80.0,39,197,10400,0.0,0,0,0,1,0,0,2801.0,7599.0,241500
1086,6,1264,400.0,2.0,676.0,676,96,15,1994.0,0.0,6,0,0.0,63.0,0,424,15564,0.0,0,588,1,0,0,0,1264.0,14300.0,147500
1087,8,2500,683.0,3.0,1168.0,1168,5,5,2005.0,130.0,9,1,16.0,101.0,32,192,13543,0.0,1,1332,0,0,1,0,2516.0,11027.0,355000
1088,5,784,0.0,0.0,784.0,784,86,60,0.0,0.0,5,0,784.0,50.0,0,0,6130,1.0,0,0,1,0,0,0,1568.0,4562.0,109500
1089,2,612,308.0,1.0,0.0,612,70,60,1965.0,0.0,4,0,0.0,50.0,0,0,5925,0.0,0,0,1,0,0,0,612.0,5313.0,45000
1090,7,2403,349.0,1.0,1032.0,1207,70,60,1940.0,0.0,10,2,0.0,0.0,0,56,24090,0.0,0,1196,0,1,0,0,2403.0,21687.0,244400
1091,6,1644,418.0,2.0,1416.0,1644,57,57,1953.0,238.0,7,2,1285.0,80.0,0,110,9600,1.0,0,0,1,0,0,0,2929.0,6671.0,167000
1092,7,1729,542.0,2.0,860.0,860,8,8,2002.0,214.0,7,0,0.0,65.0,63,386,8158,0.0,1,869,0,1,0,0,1729.0,6429.0,200000
1093,5,879,180.0,1.0,830.0,879,74,60,1936.0,0.0,4,0,0.0,50.0,108,0,5220,0.0,0,0,1,0,0,0,879.0,4341.0,80000
1094,5,864,572.0,2.0,864.0,864,55,20,1957.0,0.0,5,0,167.0,60.0,0,0,8172,1.0,0,0,1,0,0,0,1031.0,7141.0,115000
1095,6,1196,297.0,1.0,1196.0,1196,54,54,1956.0,74.0,6,1,616.0,72.0,44,0,9000,1.0,0,0,1,0,0,0,1812.0,7188.0,139000
1096,6,1400,440.0,2.0,672.0,672,32,32,1978.0,203.0,6,1,209.0,74.0,0,0,7844,0.0,1,728,1,0,0,0,1609.0,6235.0,149500
1097,4,1510,296.0,1.0,755.0,755,70,60,1940.0,0.0,7,1,0.0,60.0,0,120,9084,1.0,0,755,1,0,0,0,1510.0,7574.0,108000
1098,4,1294,0.0,0.0,0.0,694,110,10,0.0,0.0,7,0,0.0,60.0,114,220,10800,0.0,0,600,0,1,0,0,1294.0,9506.0,106250
1099,7,1240,826.0,3.0,1240.0,1240,4,4,2006.0,0.0,5,0,0.0,74.0,93,140,8556,0.0,0,0,0,1,0,0,1240.0,7316.0,194000
1100,5,988,624.0,2.0,988.0,988,48,48,1977.0,51.0,6,0,36.0,70.0,0,0,9100,1.0,0,0,1,0,0,0,1024.0,8076.0,129500
1101,5,1560,792.0,3.0,1560.0,1560,42,42,1968.0,0.0,8,0,0.0,63.0,0,0,8668,0.0,0,0,0,1,0,0,1560.0,7108.0,126000
1102,5,1368,195.0,1.0,1078.0,1368,60,60,1950.0,0.0,6,0,1078.0,70.0,41,0,11767,1.0,0,0,1,0,0,0,2446.0,9321.0,120000
1103,7,1484,606.0,2.0,1473.0,1484,6,5,2004.0,109.0,7,0,712.0,70.0,35,0,8400,1.0,0,0,0,1,0,0,2196.0,6204.0,213000
1104,8,1226,484.0,2.0,1226.0,1226,30,30,1980.0,0.0,4,1,807.0,40.0,78,133,3874,1.0,0,0,1,0,0,0,2033.0,1841.0,190000
1105,6,1169,402.0,2.0,1160.0,1169,17,16,1993.0,112.0,6,1,705.0,0.0,26,0,8076,0.0,0,0,0,1,0,0,1874.0,6202.0,183500
1106,7,1651,276.0,1.0,725.0,1035,47,11,1963.0,364.0,6,2,242.0,93.0,46,460,10090,0.0,0,616,0,1,0,0,1893.0,8197.0,172000
1107,4,816,288.0,1.0,816.0,816,72,52,1958.0,0.0,3,1,690.0,67.0,0,0,8877,1.0,0,0,1,0,0,0,1506.0,7371.0,100000
1108,7,1564,814.0,3.0,1564.0,1564,3,3,2007.0,212.0,6,0,56.0,85.0,24,0,11058,0.0,0,0,0,1,0,0,1620.0,9438.0,218836
1109,6,1912,672.0,2.0,482.0,1221,105,10,2003.0,0.0,7,1,0.0,60.0,25,0,10800,0.0,0,691,0,1,0,0,1912.0,8888.0,163000
1110,7,1525,534.0,2.0,1510.0,1525,4,4,2006.0,0.0,6,1,0.0,59.0,18,100,10936,0.0,1,0,0,1,0,0,1525.0,9411.0,206580
1111,6,1456,390.0,2.0,728.0,728,5,4,2005.0,0.0,8,1,0.0,65.0,24,0,8461,0.0,1,728,0,1,0,0,1456.0,7005.0,163990
1112,5,1330,390.0,1.0,396.0,665,100,6,2001.0,0.0,7,0,0.0,60.0,72,0,7518,0.0,0,665,1,0,0,0,1330.0,6188.0,116500
1113,7,1720,400.0,2.0,840.0,840,8,7,2002.0,0.0,7,1,0.0,0.0,48,138,8010,0.0,1,880,0,1,0,0,1720.0,6290.0,188000
1114,5,1280,432.0,2.0,793.0,1280,44,44,1966.0,87.0,6,1,602.0,0.0,40,140,10050,0.0,0,0,0,1,0,0,1882.0,8168.0,175000
1115,8,1179,480.0,2.0,1166.0,1179,22,22,1988.0,0.0,5,0,248.0,38.0,108,0,4740,1.0,0,0,0,1,0,0,1427.0,3313.0,182000
1116,5,960,576.0,2.0,850.0,960,84,30,1981.0,0.0,5,0,0.0,60.0,0,0,6978,0.0,0,0,1,0,0,0,960.0,6018.0,103000
1117,10,2633,804.0,3.0,2633.0,2633,9,8,2001.0,705.0,8,2,1282.0,0.0,140,314,11400,1.0,1,0,0,1,0,0,3915.0,7485.0,466500
1118,6,988,297.0,1.0,988.0,988,51,12,1959.0,0.0,6,0,708.0,66.0,0,156,9240,1.0,0,0,0,1,0,0,1696.0,7544.0,149500
1119,7,1055,319.0,1.0,1061.0,1055,32,32,1978.0,0.0,4,0,632.0,24.0,32,108,2304,0.0,0,0,0,1,0,0,1687.0,617.0,142500
1120,5,1422,352.0,1.0,1290.0,1422,84,60,1973.0,0.0,6,0,319.0,54.0,0,0,7223,0.0,0,0,1,0,0,0,1741.0,5482.0,136500
1121,6,1320,484.0,2.0,630.0,630,17,16,1993.0,0.0,5,0,338.0,0.0,48,0,3612,0.0,1,690,0,1,0,0,1658.0,1954.0,137000
1122,7,1688,528.0,2.0,1675.0,1688,22,22,1988.0,102.0,6,1,983.0,63.0,48,0,12680,1.0,0,0,0,1,0,0,2671.0,10009.0,226500
1123,7,1341,506.0,2.0,1300.0,1341,20,20,1990.0,0.0,5,1,637.0,85.0,0,192,10176,1.0,1,0,1,0,0,0,1978.0,8198.0,171500
1124,5,954,576.0,2.0,911.0,954,34,34,1976.0,0.0,6,0,483.0,55.0,0,0,10780,0.0,0,0,1,0,0,0,1437.0,9343.0,132500
1125,3,1040,400.0,2.0,0.0,1040,61,60,1949.0,340.0,6,0,0.0,0.0,0,0,8544,0.0,0,0,0,1,0,0,1040.0,7504.0,87500
1126,7,1789,546.0,2.0,858.0,872,9,9,2001.0,513.0,7,1,681.0,79.0,0,0,10646,1.0,1,917,0,1,0,0,2470.0,8176.0,223000
1127,6,1537,462.0,2.0,1319.0,1537,48,5,1962.0,237.0,7,1,0.0,80.0,36,0,8400,1.0,1,0,1,0,0,0,1537.0,6863.0,174000
1128,5,884,270.0,1.0,884.0,884,59,19,1951.0,0.0,4,0,741.0,85.0,0,0,15428,1.0,0,0,1,0,0,0,1625.0,13803.0,142000
1129,8,1489,776.0,2.0,1489.0,1489,4,4,2006.0,0.0,7,1,0.0,81.0,140,0,11216,0.0,0,0,0,1,0,0,1489.0,9727.0,232600
1130,6,1309,484.0,2.0,1040.0,1309,36,11,1974.0,99.0,5,1,663.0,78.0,0,265,10140,1.0,1,0,1,0,0,0,1972.0,8168.0,181000
1131,6,2521,576.0,2.0,942.0,1291,37,37,1973.0,0.0,10,1,837.0,42.0,20,728,3964,1.0,1,1230,0,1,0,0,3358.0,606.0,151400
1132,8,1634,866.0,3.0,1626.0,1634,4,4,2006.0,248.0,7,1,0.0,98.0,44,0,11428,0.0,0,0,0,1,0,0,1634.0,9794.0,250000
1133,7,1714,496.0,2.0,980.0,980,22,22,1988.0,42.0,7,1,394.0,80.0,66,228,10421,0.0,1,734,0,1,0,0,2108.0,8313.0,196500
1134,7,2454,576.0,2.0,819.0,1312,131,23,1950.0,0.0,8,1,0.0,75.0,148,0,13500,0.0,0,1142,0,1,0,0,2454.0,11046.0,185000
1135,6,1216,336.0,1.0,1216.0,1216,41,41,1969.0,200.0,5,0,955.0,75.0,0,0,9000,1.0,0,0,1,0,0,0,2171.0,6829.0,113000
1136,8,1419,567.0,2.0,1419.0,1419,3,3,2007.0,0.0,7,1,945.0,60.0,0,140,8089,1.0,0,0,0,1,0,0,2364.0,5725.0,392000
1137,6,980,0.0,0.0,945.0,980,35,35,0.0,250.0,4,0,945.0,35.0,0,0,9400,0.0,0,0,0,1,0,0,1925.0,7475.0,127500
1138,6,1573,440.0,2.0,756.0,769,10,10,2000.0,216.0,4,0,417.0,24.0,32,0,2117,0.0,1,804,0,1,0,0,1990.0,127.0,177000
1139,6,2443,744.0,3.0,1158.0,1158,6,6,2004.0,353.0,9,1,0.0,85.0,127,193,10625,0.0,1,1285,0,1,0,0,2443.0,8182.0,265000
1140,8,2362,1105.0,2.0,1220.0,1220,12,12,1998.0,0.0,8,2,901.0,106.0,0,147,8413,1.0,1,1142,0,1,0,0,3263.0,5150.0,312500
1141,10,2775,880.0,2.0,1237.0,1521,117,10,1988.0,0.0,9,1,0.0,75.0,502,105,13500,0.0,1,1254,0,0,1,0,2775.0,10725.0,325000
1142,8,2014,864.0,3.0,2014.0,2014,30,30,1980.0,115.0,6,2,1733.0,0.0,0,462,15676,1.0,0,0,0,1,0,0,3747.0,11929.0,275000
1143,7,2520,721.0,3.0,1203.0,1214,15,15,1995.0,290.0,9,1,565.0,82.0,114,224,9950,0.0,1,1306,0,1,0,0,3085.0,6865.0,290000
1144,6,1494,461.0,2.0,1208.0,1494,36,8,1974.0,250.0,7,2,126.0,39.0,0,296,15410,1.0,0,0,0,1,0,0,1620.0,13790.0,169000
1145,5,616,205.0,1.0,616.0,616,89,60,1921.0,0.0,4,0,616.0,50.0,0,0,6000,0.0,0,0,1,0,0,0,1232.0,4768.0,89000
1146,6,1465,393.0,2.0,789.0,789,12,12,1998.0,0.0,7,1,0.0,63.0,75,0,8402,0.0,1,676,0,1,0,0,1465.0,6937.0,180400
1147,8,1629,880.0,3.0,3206.0,1629,7,6,2003.0,296.0,7,1,1124.0,85.0,0,0,10655,1.0,0,0,0,1,0,0,2753.0,7902.0,284000
1148,5,912,275.0,1.0,912.0,912,52,52,1958.0,1.0,5,0,456.0,70.0,0,0,10150,0.0,0,0,1,0,0,0,1368.0,8782.0,114500
1149,7,1552,782.0,3.0,1552.0,1552,5,4,2005.0,196.0,7,0,24.0,84.0,20,144,10084,0.0,0,0,0,1,0,0,1576.0,8508.0,212900
1150,7,1430,605.0,2.0,1413.0,1430,9,8,2001.0,0.0,6,0,0.0,67.0,33,0,16285,0.0,0,0,0,1,0,0,1430.0,14855.0,187100
1151,6,1458,440.0,2.0,729.0,729,11,11,1999.0,1129.0,5,1,419.0,34.0,32,0,3230,0.0,1,729,0,1,0,0,1877.0,1353.0,176000
1152,6,1488,552.0,2.0,1488.0,1488,42,42,1968.0,0.0,7,2,813.0,0.0,0,0,21579,0.0,0,0,0,1,0,0,2301.0,19278.0,215000
1153,7,1582,520.0,2.0,770.0,770,6,6,2004.0,0.0,6,0,490.0,64.0,45,0,8320,0.0,1,812,0,1,0,0,2072.0,6248.0,185900
1154,4,864,660.0,2.0,864.0,864,40,40,1989.0,0.0,5,0,375.0,60.0,0,96,6960,0.0,0,0,1,0,0,0,1239.0,5721.0,120500
1155,5,1838,372.0,2.0,732.0,734,5,5,2005.0,0.0,7,1,0.0,60.0,40,100,21930,0.0,1,1104,0,1,0,0,1838.0,20092.0,192140
1156,5,816,264.0,1.0,816.0,816,28,2,1982.0,0.0,5,1,641.0,60.0,0,0,6600,0.0,0,0,1,0,0,0,1457.0,5143.0,130500
1157,4,1529,240.0,1.0,0.0,1088,65,60,1945.0,0.0,9,0,0.0,50.0,0,92,8405,0.0,0,441,0,1,0,0,1529.0,6876.0,98000
1158,9,2276,1348.0,3.0,2271.0,2276,2,2,2008.0,554.0,7,2,2085.0,91.0,0,0,11778,1.0,0,0,0,1,0,0,4361.0,7417.0,475000
1159,5,1077,338.0,1.0,961.0,1077,90,60,1920.0,0.0,6,0,0.0,60.0,0,0,8967,0.0,0,0,1,0,0,0,1077.0,7890.0,67000
1160,8,2161,789.0,3.0,1582.0,1610,3,3,2007.0,300.0,8,1,1288.0,86.0,120,178,10562,1.0,1,551,1,0,0,0,3449.0,7113.0,325624
1161,7,1409,576.0,2.0,1409.0,1409,8,8,2002.0,0.0,4,1,1392.0,44.0,144,0,12864,1.0,1,0,1,0,0,0,2801.0,10063.0,245000
1162,5,1114,576.0,2.0,1114.0,1114,6,6,2004.0,0.0,6,0,646.0,66.0,102,0,13695,1.0,1,0,1,0,0,0,1760.0,11935.0,159000
1163,5,1073,515.0,2.0,1073.0,1073,45,45,1965.0,168.0,6,0,836.0,79.0,0,0,10289,1.0,1,0,1,0,0,0,1909.0,8380.0,156000
1164,10,2402,672.0,3.0,3094.0,2402,2,2,2008.0,200.0,10,2,1767.0,105.0,72,0,15431,1.0,0,0,0,1,0,0,4169.0,11262.0,555000
1165,6,1232,516.0,2.0,1232.0,1232,26,26,1984.0,0.0,6,0,660.0,0.0,0,0,11120,0.0,0,0,0,1,0,0,1892.0,9228.0,162500
1166,6,1440,920.0,4.0,1344.0,1440,17,17,1993.0,0.0,8,0,261.0,73.0,0,288,9069,2.0,0,0,0,1,0,0,1701.0,7368.0,224500
1167,6,1488,738.0,2.0,1488.0,1488,60,60,1950.0,44.0,6,1,0.0,0.0,0,0,47280,0.0,1,0,0,1,0,0,1488.0,45792.0,133000
1168,7,1509,393.0,2.0,783.0,807,7,7,2003.0,0.0,8,1,0.0,63.0,75,0,7875,0.0,1,702,0,1,0,0,1509.0,6366.0,180000
1169,5,845,264.0,1.0,845.0,845,28,5,1982.0,0.0,6,0,638.0,60.0,0,0,6600,0.0,0,0,1,0,0,0,1483.0,5117.0,134500
1170,10,2945,641.0,3.0,1410.0,1426,4,4,2006.0,1031.0,10,1,0.0,66.0,0,192,13682,0.0,1,1519,0,0,1,0,2945.0,10737.0,438780
1171,6,1431,296.0,1.0,1099.0,1431,48,48,1962.0,305.0,6,1,371.0,101.0,110,64,9150,0.0,0,0,1,0,0,0,1802.0,7348.0,165000
1172,5,892,288.0,1.0,892.0,892,43,43,1967.0,60.0,5,0,432.0,65.0,0,0,7150,0.0,0,0,1,0,0,0,1324.0,5826.0,100000
1173,7,1329,441.0,2.0,1329.0,1329,50,50,1960.0,128.0,5,2,544.0,0.0,0,0,12285,0.0,1,0,1,0,0,0,1873.0,10412.0,176000
1174,5,1779,454.0,2.0,1763.0,1779,55,36,1955.0,0.0,6,1,306.0,102.0,418,0,17920,1.0,1,0,1,0,0,0,2085.0,15835.0,170000
1175,7,1555,660.0,3.0,1373.0,1555,3,3,2007.0,130.0,7,1,0.0,53.0,20,143,3684,0.0,0,0,0,1,0,0,1555.0,2129.0,174000
1176,6,1236,384.0,1.0,768.0,788,85,60,1985.0,0.0,6,1,121.0,62.0,0,0,7006,1.0,0,448,0,1,0,0,1357.0,5649.0,127000
1177,7,1651,450.0,2.0,831.0,873,11,11,1999.0,0.0,7,1,0.0,77.0,103,0,8390,0.0,1,778,0,1,0,0,1651.0,6739.0,185900
1178,5,886,273.0,1.0,190.0,886,72,14,1938.0,0.0,4,0,0.0,50.0,20,144,5784,0.0,0,0,1,0,0,0,886.0,4898.0,91300
1179,6,1700,544.0,2.0,1682.0,1700,7,7,2003.0,120.0,7,0,340.0,70.0,23,192,9135,1.0,0,0,0,1,0,0,2040.0,7095.0,200000
1180,6,1846,315.0,1.0,1040.0,1168,61,60,1949.0,320.0,7,1,196.0,78.0,0,0,10496,0.0,0,678,0,1,0,0,2042.0,8454.0,143000
1181,5,1920,451.0,2.0,1052.0,1252,52,52,1958.0,0.0,8,1,57.0,0.0,0,0,13650,1.0,0,668,0,1,0,0,1977.0,11673.0,172500
1182,4,1088,520.0,2.0,1088.0,1088,47,47,2002.0,20.0,4,0,132.0,67.0,0,0,8308,0.0,0,0,1,0,0,0,1220.0,7088.0,110000
1183,4,1362,768.0,3.0,1040.0,1362,53,53,1982.0,160.0,6,1,775.0,0.0,0,0,9450,1.0,0,0,1,0,0,0,2137.0,7313.0,140000
1184,6,1314,440.0,2.0,1314.0,1314,4,4,2006.0,0.0,6,1,24.0,78.0,22,0,9317,0.0,0,0,0,1,0,0,1338.0,7979.0,176432
1185,6,1294,496.0,2.0,1278.0,1294,19,19,1991.0,88.0,6,0,1200.0,0.0,51,112,7153,1.0,0,0,0,1,0,0,2494.0,4659.0,179200
1186,7,1274,508.0,2.0,1274.0,1274,5,3,2005.0,80.0,6,0,925.0,68.0,98,264,8814,1.0,0,0,0,1,0,0,2199.0,6615.0,203000
1187,7,1689,954.0,3.0,1689.0,1689,3,3,2007.0,0.0,7,0,0.0,83.0,56,0,9849,0.0,0,0,0,1,0,0,1689.0,8160.0,248328
1188,9,1641,885.0,3.0,1641.0,1641,2,2,2008.0,406.0,7,0,1115.0,79.0,95,0,14463,1.0,0,0,0,1,0,0,2756.0,11707.0,316500
1189,7,1079,249.0,1.0,570.0,617,62,60,1948.0,0.0,5,1,0.0,50.0,0,135,5190,0.0,0,462,1,0,0,0,1079.0,4111.0,125600
1190,5,984,308.0,1.0,984.0,984,51,51,1959.0,164.0,5,0,200.0,65.0,0,0,9750,1.0,0,0,1,0,0,0,1184.0,8566.0,110000
1191,4,960,308.0,1.0,960.0,960,90,60,1997.0,0.0,5,0,250.0,50.0,0,0,6000,0.0,0,0,1,0,0,0,1210.0,4790.0,108500
1192,5,1044,504.0,2.0,540.0,1044,58,58,1952.0,0.0,4,0,0.0,66.0,0,0,8712,0.0,0,0,1,0,0,0,1044.0,7668.0,55993
1193,5,1633,240.0,1.0,1027.0,1027,62,1,1948.0,0.0,7,1,780.0,69.0,100,0,11851,0.0,0,606,1,0,0,0,2413.0,9438.0,129000
1194,6,1137,551.0,2.0,1112.0,1137,23,23,1987.0,72.0,5,1,980.0,54.0,0,125,13811,1.0,0,0,0,1,0,0,2117.0,11694.0,176000
1195,6,1380,364.0,1.0,1380.0,1380,47,47,1963.0,295.0,6,0,384.0,83.0,0,0,10143,0.0,1,0,1,0,0,0,1764.0,8379.0,154000
1196,6,1256,578.0,2.0,1256.0,1256,24,24,1986.0,228.0,6,1,920.0,93.0,0,282,18265,0.0,0,0,0,1,0,0,2176.0,16089.0,180000
1197,5,1142,528.0,2.0,1142.0,1142,34,34,1976.0,0.0,6,1,874.0,44.0,90,536,4224,1.0,1,0,1,0,0,0,2016.0,2208.0,134000
1198,6,2158,576.0,2.0,1202.0,2158,60,9,1950.0,0.0,7,1,477.0,84.0,29,0,12615,1.0,0,0,0,1,0,0,2635.0,9980.0,243000
1199,8,1629,808.0,3.0,1616.0,1629,8,7,2002.0,236.0,9,1,1300.0,85.0,252,0,14536,1.0,0,0,0,1,0,0,2929.0,11607.0,270000
1200,6,1080,484.0,2.0,1084.0,1080,27,27,1983.0,0.0,5,0,336.0,71.0,0,120,9187,0.0,1,0,1,0,0,0,1416.0,7771.0,134000
1201,7,2646,656.0,3.0,1347.0,1372,17,17,1993.0,256.0,9,1,987.0,90.0,60,340,9900,1.0,1,1274,0,1,0,0,3633.0,6267.0,260000
1202,7,1491,484.0,2.0,738.0,738,4,4,2006.0,0.0,7,1,0.0,64.0,30,100,8333,0.0,1,753,0,1,0,0,1491.0,6842.0,168675
1203,6,1694,398.0,2.0,392.0,924,16,16,1994.0,32.0,7,1,186.0,0.0,64,256,10147,0.0,1,770,0,1,0,0,1880.0,8267.0,160000
1204,5,1080,0.0,0.0,684.0,684,120,14,0.0,0.0,5,0,0.0,44.0,165,0,5914,0.0,0,396,1,0,0,0,1080.0,4834.0,95000
1205,6,1422,440.0,2.0,704.0,704,5,4,2005.0,0.0,7,1,0.0,79.0,28,36,11646,0.0,1,718,0,1,0,0,1422.0,10224.0,173000
1206,7,1301,572.0,2.0,1293.0,1301,4,4,2006.0,0.0,5,1,0.0,60.0,121,216,7200,1.0,0,0,0,1,0,0,1301.0,5899.0,187750
1207,7,2093,542.0,2.0,791.0,1236,24,19,1986.0,123.0,7,1,0.0,46.0,63,364,20544,0.0,1,857,0,1,0,0,2093.0,18451.0,215000
1208,5,1073,270.0,1.0,1073.0,1073,43,43,1967.0,340.0,6,0,221.0,0.0,90,0,9981,0.0,0,0,1,0,0,0,1294.0,8687.0,120000
1209,7,1506,672.0,2.0,1494.0,1506,5,4,2005.0,143.0,7,1,778.0,70.0,35,192,8251,1.0,0,0,0,1,0,0,2284.0,5967.0,249000
1210,7,1334,477.0,2.0,1334.0,1334,43,43,1967.0,264.0,7,0,553.0,78.0,20,0,10140,1.0,0,0,0,1,0,0,1887.0,8253.0,164500
1211,7,1295,312.0,1.0,0.0,1295,24,24,1986.0,0.0,5,0,0.0,0.0,0,0,8239,0.0,0,0,0,1,0,0,1295.0,6944.0,230000
1212,7,1344,456.0,2.0,672.0,672,81,20,1979.0,0.0,6,1,336.0,0.0,0,0,5700,1.0,1,672,1,0,0,0,1680.0,4020.0,140000
1213,5,732,240.0,1.0,732.0,732,58,58,1952.0,0.0,4,0,630.0,60.0,68,0,7200,1.0,0,0,1,0,0,0,1362.0,5838.0,118900
1214,8,1468,904.0,3.0,1468.0,1468,2,2,2008.0,0.0,6,1,0.0,71.0,142,192,9178,0.0,0,0,0,1,0,0,1468.0,7710.0,239900
1215,6,1069,440.0,2.0,1069.0,1069,35,35,1975.0,0.0,4,1,727.0,53.0,55,0,4043,0.0,0,0,0,1,0,0,1796.0,2247.0,146300
1216,5,1040,499.0,2.0,1040.0,1040,35,35,1975.0,0.0,6,0,769.0,0.0,100,0,4224,0.0,0,0,1,0,0,0,1809.0,2415.0,124000
1217,5,999,308.0,1.0,925.0,999,47,47,1963.0,0.0,6,0,925.0,75.0,176,40,11235,1.0,0,0,1,0,0,0,1924.0,9311.0,130000
1218,7,1349,539.0,2.0,1349.0,1349,10,9,2000.0,108.0,6,0,0.0,65.0,55,120,8450,0.0,0,0,0,1,0,0,1349.0,7101.0,179000
1219,7,1442,500.0,2.0,1424.0,1442,20,20,1990.0,0.0,5,0,0.0,99.0,34,0,11851,0.0,0,0,0,1,0,0,1442.0,10409.0,180500
1220,4,747,220.0,1.0,747.0,747,65,60,1945.0,0.0,4,0,0.0,47.0,0,0,4608,0.0,0,0,1,0,0,0,747.0,3861.0,80000
1221,8,1578,840.0,3.0,1573.0,1578,2,1,2008.0,194.0,7,1,0.0,78.0,36,0,9262,0.0,0,0,0,1,0,0,1578.0,7684.0,287090
1222,5,882,308.0,1.0,0.0,882,54,54,1956.0,0.0,4,0,0.0,70.0,45,0,12702,0.0,0,0,1,0,0,0,882.0,11820.0,97000
1223,7,1511,398.0,2.0,1368.0,1511,8,8,2002.0,40.0,5,1,1038.0,0.0,30,130,2938,1.0,0,0,0,1,0,0,2549.0,389.0,246990
1224,6,1128,480.0,2.0,1302.0,1128,46,46,1964.0,138.0,6,1,550.0,160.0,108,0,18160,1.0,0,0,1,0,0,0,1678.0,16482.0,154204
1225,7,1312,495.0,2.0,1312.0,1312,52,9,1958.0,125.0,6,1,637.0,76.0,304,0,11355,0.0,1,0,1,0,0,0,1949.0,9406.0,186000
1226,5,1302,264.0,1.0,630.0,630,38,38,1972.0,356.0,6,0,350.0,21.0,0,0,1680,0.0,1,672,0,1,0,0,1652.0,28.0,111750
1227,9,2696,958.0,3.0,2846.0,2696,7,6,2003.0,1095.0,10,2,1373.0,110.0,150,220,14300,1.0,1,0,0,1,0,0,4069.0,10231.0,500000
1228,7,1356,484.0,2.0,628.0,628,3,3,2007.0,0.0,6,1,0.0,65.0,24,100,10616,0.0,1,728,0,1,0,0,1356.0,9260.0,177439
1229,9,2184,836.0,3.0,1104.0,1130,2,2,2008.0,154.0,10,1,936.0,96.0,102,0,11308,1.0,1,1054,0,1,0,0,3120.0,8188.0,335000
1230,7,1964,483.0,2.0,803.0,1098,34,34,1976.0,660.0,8,1,403.0,80.0,69,0,10480,0.0,1,866,0,1,0,0,2367.0,8113.0,205000
1231,8,1321,484.0,2.0,1312.0,1321,20,20,1990.0,0.0,4,1,926.0,35.0,64,0,5118,1.0,0,0,1,0,0,0,2247.0,2871.0,212000
1232,8,1646,525.0,2.0,1594.0,1646,6,5,2004.0,186.0,5,1,1373.0,44.0,53,128,3811,1.0,0,0,0,1,0,0,3019.0,792.0,246000
1233,7,1260,598.0,2.0,1260.0,1260,27,27,1983.0,174.0,6,0,747.0,0.0,0,152,10825,1.0,0,0,0,1,0,0,2007.0,8818.0,181900
1234,5,1316,484.0,2.0,926.0,926,81,9,1974.0,0.0,6,0,234.0,50.0,0,0,5500,1.0,0,0,1,0,0,0,1550.0,3950.0,130000
1235,5,1432,360.0,2.0,264.0,768,100,8,1910.0,0.0,7,0,0.0,60.0,0,270,9600,0.0,0,664,0,1,0,0,1432.0,8168.0,132000
1236,7,1958,499.0,2.0,779.0,1029,16,9,1994.0,0.0,7,1,497.0,75.0,93,202,9317,1.0,1,929,0,1,0,0,2455.0,6862.0,220000
1237,8,1788,522.0,2.0,1753.0,1788,9,9,2001.0,0.0,7,1,0.0,0.0,151,202,11838,0.0,0,0,0,1,0,0,1788.0,10050.0,236500
1238,8,1935,552.0,2.0,832.0,832,1,1,2009.0,110.0,8,0,544.0,75.0,150,0,8004,1.0,1,1103,0,1,0,0,2479.0,5525.0,263435
1239,6,1969,400.0,2.0,1272.0,1272,72,52,1938.0,0.0,9,1,0.0,60.0,34,0,6876,0.0,0,0,0,1,0,0,1969.0,4907.0,141000
1240,7,1986,434.0,2.0,847.0,847,7,7,2003.0,196.0,9,1,0.0,0.0,48,120,8396,0.0,1,1139,0,1,0,0,1986.0,6410.0,213000
1241,7,1214,520.0,2.0,1214.0,1214,1,0,2010.0,0.0,6,0,0.0,73.0,25,0,9803,0.0,0,0,0,1,0,0,1214.0,8589.0,179781
1242,8,1342,550.0,2.0,1342.0,1342,4,3,2007.0,176.0,6,1,846.0,48.0,35,0,6240,1.0,0,0,0,1,0,0,2188.0,4052.0,234250
1243,8,2898,665.0,2.0,1565.0,2898,34,34,1976.0,0.0,10,1,1165.0,0.0,72,0,15498,1.0,0,0,0,1,0,0,4063.0,11435.0,287000
